Construction,Direction,District,Floor,Garden,Height,Id,Layout,Price,Region,Renovation,Size,Subway,Taxfree,UnitPrice
板楼,南北,宣西宣庆体院,中楼层,宣西小区,8,1.02101E+11,2室1厅,75,南岗,精装,90,否,否,8334
板楼,南北,兆麟校,中楼层,买卖街,7,1.02104E+11,3室1厅,75,道里,简装,90.6,否,否,8277
板楼,南北,菜艺商圈,中楼层,红旗大街,8,1.02104E+11,3室1厅,75,香坊,简装,92,否,否,8153
板楼,北南,动力区,中楼层,丁香家园东区,8,1.02104E+11,3室1厅,75,香坊,其他,92,否,否,8153
板楼,南北,王岗商圈,中楼层,旗凯丽园,11,1.02104E+11,2室1厅,75,南岗,精装,92,否,否,8153
板楼,东西,文政新区商圈,高楼层,农林三道街,7,1.02104E+11,2室1厅,75,香坊,简装,94.7,否,否,7917
板楼,东西,哈东站商圈,低楼层,地铁家园,34,1.02102E+11,3室1厅,75,道外,简装,95,否,否,7895
板楼,东西,龙塔,中楼层,嵩山路,8,1.02103E+11,2室1厅,75,香坊,简装,95.3,否,否,7873
板楼,北南,儿童公园,中楼层,比乐街,7,1.02104E+11,3室0厅,75,南岗,简装,97,否,否,7732
板楼,东南,菜艺商圈,高楼层,菜艺小区,7,1.02104E+11,2室1厅,75,香坊,简装,97.3,否,否,7708
板楼,南北,龙塔,中楼层,嵩山路,8,1.02103E+11,3室1厅,75,香坊,简装,98.8,否,否,7594
板楼,南北,阿城商圈,中楼层,阿城恒大城,26,1.02104E+11,2室1厅,75,阿城区,其他,99,否,否,7572
板楼,南北,宣西宣庆体院,高楼层,宣化街,7,1.02104E+11,3室1厅,75,南岗,其他,99.3,否,否,7552
板楼,南北,哈尔滨新区,中楼层,江霆华府,7,1.02104E+11,2室1厅,75,呼兰区,其他,100,否,否,7500
板楼,南北,先锋路商圈,高楼层,长安城,7,1.02104E+11,2室1厅,75,道外,简装,100,否,否,7500
板楼,东西北,动力区,中楼层,锅炉厂家属小区,8,1.02104E+11,3室1厅,75,香坊,简装,100.1,否,否,7490
板楼,东西,南岗会展商圈,中楼层,珠江嘉园,8,1.02102E+11,2室1厅,75,香坊,简装,100.7,否,否,7448
板楼,南北,哈尔滨新区,中楼层,江霆华府,7,1.02104E+11,2室1厅,75,呼兰区,其他,101,否,否,7426
板楼,南西,哈东站商圈,低楼层,南棵绿荫小区二期,8,1.02104E+11,2室1厅,75,道外,简装,101,是,否,7426
板楼,南北,公路大桥,中楼层,光华小区,8,1.02104E+11,3室1厅,75,道里,其他,102,否,否,7353
板楼,南北,安字片,高楼层,经纬十一道街,7,1.02104E+11,3室1厅,75,道里,其他,102,否,否,7353
板楼,南北,中央大街,高楼层,大安街,7,1.02104E+11,2室2厅,75,道里,精装,102.7,否,否,7301
暂无数据,南北,哈西商圈,中楼层,花卉小区,8,1.02104E+11,3室1厅,75,香坊,简装,102.7,否,否,7300
板楼,南北,公路大桥,低楼层,建国南二道街,3,1.02104E+11,3室1厅,75,道里,简装,103,否,否,7282
板楼,南北,哈西商圈,高楼层,学府绿景苑,6,1.02102E+11,2室1厅,75,南岗,精装,103.3,否,否,7260
板楼,南北,哈西商圈,高楼层,征仪路花园小区C区,7,1.02104E+11,2室1厅,75,南岗,精装,103.5,否,否,7243
板楼,南北,哈西商圈,中楼层,学院新城二期,16,1.02104E+11,2室1厅,75,南岗,其他,104,否,否,7212
板楼,东西,阿拉伯广场,高楼层,正阳北小区,8,1.02103E+11,2室2厅,75,道外,精装,104,否,否,7212
板楼,东西,南马校,中楼层,南马小区,8,1.02103E+11,2室1厅,75,道外,简装,105,否,否,7143
板楼,南北,阿城商圈,高楼层,龙汇小区,32,1.02104E+11,2室1厅,75,阿城区,其他,105.6,否,否,7103
板楼,东西,菜艺商圈,低楼层,五叙街,7,1.02103E+11,4室1厅,75,香坊,简装,105.6,否,否,7099
板楼,南北,革新教堂,高楼层,革新街,7,1.02104E+11,2室1厅,75,南岗,简装,108,否,否,6945
板塔结合,南北,哈特百脑汇教化工大,中楼层,铁路街,8,1.02101E+11,3室2厅,75,南岗,简装,108.9,否,否,6884
暂无数据,南北,阿城商圈,中楼层,億達帝景,15,1.02104E+11,2室1厅,75,阿城区,其他,109,否,否,6881
暂无数据,南北,阿城商圈,低楼层,印象华宅,31,1.02102E+11,3室2厅,75,阿城区,精装,109,否,否,6881
板楼,南北,哈尔滨新区,高楼层,江霆华府,6,1.02104E+11,2室1厅,75,呼兰区,其他,111,否,否,6757
板楼,南北,太平商圈,高楼层,松乐家园,7,1.02102E+11,3室1厅,75,道外,精装,111.5,是,否,6726
板楼,南北,阿城商圈,低楼层,河畔丽景,32,1.02103E+11,2室1厅,75,阿城区,其他,113,否,否,6638
板塔结合,南北,公路大桥,中楼层,建国北六道街,8,1.02104E+11,2室2厅,75,道里,其他,113,否,否,6638
板楼,南北,马家沟校大成街,高楼层,宣威街,8,1.02104E+11,2室2厅,75,南岗,精装,114,否,否,6579
板楼,南北,阿城商圈,低楼层,万博豪庭,29,1.02104E+11,3室1厅,75,阿城区,其他,115,否,否,6522
板楼,南北,西大桥商圈,高楼层,一匡小区,8,1.02101E+11,3室1厅,75,南岗,简装,115,否,否,6522
板楼,东西,太平商圈,高楼层,三棵小区,8,1.02102E+11,3室1厅,75,道外,简装,116,否,否,6466
板楼,南北,公路大桥,高楼层,民安小区(道里区),7,1.02103E+11,3室1厅,75,道里,精装,117,否,否,6411
板楼,北南,先锋路商圈,中楼层,进步小区,8,1.02103E+11,3室2厅,75,道外,简装,120,否,否,6250
板楼,东西,玛克威,高楼层,沿江小区,8,1.02104E+11,3室1厅,75,道外,简装,120.9,否,否,6201
板楼,南北,阿城商圈,中楼层,金源华府,8,1.02103E+11,2室1厅,75,阿城区,其他,124,否,否,6049
板塔结合,南北,群力新区,高楼层,河柏小区,7,1.02104E+11,2室1厅,75,道里,精装,125,否,否,6000
塔楼,南北,阿城商圈,低楼层,新龙城C2区,17,1.02104E+11,3室2厅,75,阿城区,其他,127,否,否,5906
暂无数据,南北,阿城商圈,低楼层,体东名城,17,1.02102E+11,2室1厅,75,阿城区,精装,128,否,否,5860
板楼,南北,阿城商圈,低楼层,金都府邸一期,30,1.02104E+11,2室1厅,75,阿城区,其他,130,否,否,5770
暂无数据,东南西,阿城商圈,中楼层,兴和家园,24,1.02104E+11,3室1厅,75,阿城区,其他,130,否,否,5770
板楼,南北,阿城商圈,中楼层,龙汇小区,12,1.02104E+11,3室2厅,75,阿城区,其他,135,否,否,5556
板楼,南北,阿城商圈,低楼层,金河铭苑,16,1.02103E+11,3室2厅,75,阿城区,其他,138,否,否,5435
暂无数据,南北,阿城商圈,中楼层,金源嘉园,28,1.02104E+11,3室1厅,75,阿城区,其他,140.2,否,否,5348
板楼,南北,阿城商圈,低楼层,阿城恒大城,32,1.02104E+11,3室2厅,75,阿城区,其他,143,否,否,5245
板楼,南北,阿城商圈,高楼层,阿城恒大城,32,1.02102E+11,3室1厅,75,阿城区,其他,143.3,否,否,5232
板楼,南北,阿城商圈,低楼层,金河铭苑,17,1.02103E+11,3室2厅,75,阿城区,其他,143.8,否,否,5216
板楼,南北,阿城商圈,中楼层,金溪景苑,32,1.02103E+11,2室1厅,75,阿城区,其他,144,否,否,5209
板楼,南北,阿城商圈,中楼层,金都华府,28,1.02104E+11,3室1厅,75,阿城区,其他,150,否,否,5000
板楼,南北,宣西宣庆体院,高楼层,宣西小区,8,1.02104E+11,3室2厅,75,南岗,其他,150,否,否,5000
板楼,南北,平房商圈,高楼层,秀水名苑,6,1.02103E+11,3室2厅,75,平房,其他,157.8,否,否,4753
板楼,南北,阿城商圈,中楼层,朝阳小区(阿城区),6,1.02102E+11,3室2厅,75,阿城区,其他,160,否,否,4688
暂无数据,南北,阿城商圈,低楼层,龙鑫小区,17,1.02104E+11,3室1厅,75,阿城区,其他,160.9,否,否,4661
暂无数据,南北,阿城商圈,低楼层,体东名城,32,1.02104E+11,3室1厅,75,阿城区,其他,165,否,否,4546
板塔结合,南北,阿城商圈,低楼层,检察院,29,1.02102E+11,3室1厅,75,阿城区,毛坯,167,否,否,4492
板塔结合,南北,阿城商圈,高楼层,检察院,30,1.02103E+11,3室2厅,75,阿城区,其他,175,否,否,4286
板塔结合,北南,阿城商圈,中楼层,检察院,30,1.02104E+11,3室2厅,75,阿城区,其他,175,否,否,4286
板楼,南北,阿城商圈,高楼层,金京公寓,20,1.02102E+11,3室1厅,75,阿城区,其他,192,否,否,3907
板楼,西,南岗会展商圈,低楼层,泰海花园小区,7,1.02104E+11,2室1厅,74.9,南岗,其他,52,否,否,14404
板楼,东南北,动力区,高楼层,格兰云天,18,1.02104E+11,2室1厅,74.9,香坊,精装,70.2,否,否,10668
板楼,东西,省医院商圈,高楼层,香溪花园,8,1.02104E+11,2室1厅,74.9,香坊,其他,87,否,否,8610
板楼,西,省医院商圈,低楼层,民生国际,31,1.02104E+11,2室1厅,74.8,香坊,其他,60,否,否,12467
板楼,南,顾乡凯德广场,高楼层,湖景春晓,30,1.02104E+11,1室1厅,74.8,道里,其他,64,否,否,11690
板塔结合,东西,顾乡大街,低楼层,美晨家园,7,1.02102E+11,2室1厅,74.8,道里,简装,67.8,否,否,11035
板楼,南北,太平商圈,中楼层,沃华水岸,5,1.02104E+11,2室1厅,74.8,道外,简装,70,是,否,10686
板楼,南北,儿童公园,中楼层,永和街,7,1.02104E+11,2室1厅,74.8,南岗,简装,70.9,是,否,10552
板楼,南,安埠商圈,低楼层,东滨广场,24,1.02103E+11,1室1厅,74.8,香坊,精装,71.3,否,否,10487
板楼,东西北,动力区,低楼层,格兰云天,21,1.02104E+11,2室1厅,74.8,香坊,其他,72.6,否,否,10298
板楼,东南,顾乡大街,中楼层,溪畔嘉园,8,1.02102E+11,2室1厅,74.8,道里,简装,72.9,否,否,10263
板塔结合,东西,安埠商圈,中楼层,果园星城A区,8,1.02104E+11,2室1厅,74.8,香坊,精装,74,否,否,10109
板楼,东,群力新区,中楼层,华风江畔,8,1.02104E+11,2室1厅,74.8,道里,精装,74.6,否,否,10025
板楼,南,建国公园,中楼层,丁香名苑,8,1.02104E+11,2室1厅,74.8,道里,其他,77.1,否,否,9703
板楼,东西北,动力区,低楼层,招商·诺丁山,18,1.02103E+11,2室1厅,74.8,香坊,其他,78.8,否,否,9493
板楼,南北,太平商圈,中楼层,红河七街区,7,1.02104E+11,3室1厅,74.8,道外,简装,81.4,是,否,9193
板楼,西,哈尔滨新区,中楼层,江霆华府,25,1.02104E+11,2室1厅,74.8,呼兰区,其他,82,否,否,9122
板楼,南北,菜艺商圈,低楼层,职工大院,8,1.02104E+11,2室1厅,74.8,香坊,其他,83,否,否,9013
板楼,南北,动力区,中楼层,立汇美罗湾四期,16,1.02104E+11,2室1厅,74.8,香坊,精装,83.7,否,否,8937
板楼,东南北,南十四道街商圈,中楼层,保障街,7,1.02103E+11,2室1厅,74.8,道外,精装,84,否,否,8905
板楼,东西,尚志公园,高楼层,珑瑞小区,7,1.02102E+11,2室1厅,74.8,香坊,简装,85.1,否,否,8793
板楼,南,群力新区,高楼层,河柏小区,7,1.02104E+11,2室1厅,74.8,道里,精装,86,否,否,8698
板楼,南北,太平商圈,中楼层,泰达小区,8,1.02104E+11,2室1厅,74.8,道外,精装,87,是,否,8598
板楼,东西,建国公园,中楼层,钢铁街住宅小区,8,1.02104E+11,3室1厅,74.8,道里,其他,102,否,否,7334
板楼,东西北,菜艺商圈,高楼层,军转小区,7,1.02102E+11,3室1厅,74.8,香坊,简装,137,否,否,5460
板塔结合,南北,船舶军工,高楼层,大方里小区,8,1.02102E+11,3室1厅,74.8,道外,简装,139,否,否,5382
板楼,南北,哈特百脑汇教化工大,高楼层,宏桥小区,7,1.02101E+11,3室1厅,74.8,南岗,简装,146,否,否,5124
板楼,南北,阿城商圈,低楼层,阿城恒大城,32,1.02102E+11,3室2厅,74.8,阿城区,精装,149,否,否,5021
板楼,西南,哈西商圈,低楼层,红星城,27,1.02104E+11,2室1厅,74.6,道里,精装,74.7,否,否,9987
板楼,南北东,动力区,高楼层,格兰云天,18,1.02104E+11,2室1厅,74.5,香坊,精装,70.1,否,否,10625
板楼,东西,先锋路商圈,中楼层,红河教育小区,8,1.02104E+11,2室1厅,74.5,道外,精装,89,否,否,8371
板楼,南,阿城商圈,高楼层,阿城恒大城,32,1.02103E+11,3室2厅,74.5,阿城区,其他,112,否,否,6652
板楼,北南,菜艺商圈,高楼层,民建巷,7,1.02104E+11,3室2厅,74.5,香坊,简装,131.1,否,否,5683
暂无数据,东南北,阿城商圈,低楼层,金源嘉园,28,1.02102E+11,3室2厅,74.5,阿城区,其他,155,否,否,4808
板楼,东西,省医院商圈,低楼层,风华小区,4,1.02103E+11,2室1厅,74,香坊,其他,39,否,否,18975
板楼,西南,南岗会展商圈,中楼层,红旗示范新区,7,1.02104E+11,2室1厅,74,南岗,简装,53.6,否,否,13806
板楼,南北,文政新区商圈,中楼层,文政新区,8,1.02104E+11,2室1厅,74,香坊,其他,60,否,否,12334
板塔结合,东北,经纬街,中楼层,经纬三道街,12,1.02102E+11,2室1厅,74,道里,精装,60.5,否,否,12240
板楼,西北,南岗会展商圈,中楼层,红旗示范新区,8,1.02104E+11,2室1厅,74,南岗,简装,60.5,否,否,12232
板楼,南,动力区,中楼层,金瑞林城,32,1.02103E+11,1室1厅,74,香坊,精装,61.9,否,否,11955
板楼,南,哈西商圈,中楼层,华闻大厦,21,1.02103E+11,1室1厅,74,南岗,精装,62.5,否,否,11840
板楼,南北,哈西商圈,低楼层,西雅图水岸,33,1.02103E+11,2室1厅,74,道里,毛坯,64.3,否,否,11500
板楼,南北,工农大街,高楼层,群力新苑东区,6,1.02104E+11,2室1厅,74,道里,其他,64.8,否,否,11420
板塔结合,南,哈西商圈,高楼层,盟科万城,26,1.02104E+11,2室1厅,74,南岗,其他,65.1,否,否,11364
板楼,东西,仪兴商圈,中楼层,仪兴小区,7,1.02103E+11,2室1厅,74,南岗,精装,70,是,否,10572
板塔结合,南北,顾乡大街,中楼层,美晨家园,7,1.02104E+11,2室1厅,74,道里,其他,70.5,否,否,10497
板楼,西,动力区,低楼层,金瑞林城,32,1.02104E+11,2室1厅,74,香坊,简装,74,否,否,10000
板楼,南,仪兴商圈,中楼层,仪兴小区,8,1.02104E+11,2室1厅,74,南岗,精装,74,否,否,10000
板楼,南北,太平商圈,中楼层,校园小区,26,1.02104E+11,2室1厅,74,道外,其他,74,是,否,10000
板楼,南北东,哈东站商圈,中楼层,南棵绿荫小区二期,8,1.02104E+11,2室1厅,74,道外,精装,86.7,是,否,8536
板楼,南北东,动力区,低楼层,立汇美罗湾,7,1.02103E+11,2室1厅,74,香坊,精装,88.7,否,否,8343
板楼,南北,哈西商圈,中楼层,征仪路花园小区A区西区,7,1.02103E+11,2室2厅,74,南岗,简装,93.6,否,否,7909
板楼,南北,先锋路商圈,高楼层,阳光丽都,7,1.02104E+11,2室1厅,74,道外,毛坯,94,否,否,7873
塔楼,西南东,动力区,高楼层,乐强小区,8,1.02104E+11,3室1厅,74,香坊,简装,98.9,否,否,7486
板楼,南北,农大商圈,低楼层,城东新居B区,7,1.02104E+11,2室1厅,74,香坊,其他,106.7,否,否,6936
板楼,南北,公路大桥,中楼层,共乐西头道街,8,1.02103E+11,3室1厅,74,道里,简装,107,否,否,6916
板楼,南北,宣西宣庆体院,中楼层,宣西小区,8,1.02102E+11,3室1厅,74,南岗,简装,124,否,否,5968
板楼,东南西,西大桥商圈,高楼层,峰尚福成,7,1.02103E+11,3室1厅,74,道里,精装,127,否,否,5827
板楼,南北,西大桥商圈,高楼层,宏业小区,6,1.02102E+11,3室2厅,73.9,南岗,简装,134.7,否,否,5486
板楼,南北,西大桥商圈,中楼层,木兰小区（七政街）,6,1.02104E+11,2室1厅,73.8,南岗,其他,50,否,否,14760
板楼,南,南岗会展商圈,高楼层,红旗示范新区,7,1.02104E+11,2室1厅,73.8,南岗,简装,51.8,否,否,14242
板楼,东,工农大街,中楼层,翡翠城,24,1.02104E+11,1室1厅,73.8,道里,精装,56,否,否,13179
板楼,西东,团结萧红校哈站北秀宾馆,高楼层,邮政街(上夹树街),7,1.02104E+11,2室1厅,73.8,南岗,其他,58.4,是,否,12635
板楼,东北,工农大街,中楼层,翡翠城,24,1.02104E+11,1室1厅,73.8,道里,其他,63.3,否,否,11654
板楼,南北,团结萧红校哈站北秀宾馆,中楼层,凤翥街,6,1.02104E+11,2室1厅,73.8,南岗,简装,64,是,否,11532
板楼,南,安埠商圈,低楼层,罗马公元,27,1.02104E+11,2室1厅,73.8,香坊,精装,69,否,否,10696
板楼,南北,哈西商圈,高楼层,阳光家园北区,18,1.02104E+11,2室1厅,73.8,南岗,精装,72.3,否,否,10204
板楼,南北,儿童公园,中楼层,比乐街,7,1.02104E+11,2室1厅,73.8,南岗,精装,74,否,否,9971
板楼,东北,菜艺商圈,中楼层,四史街,5,1.02103E+11,2室1厅,73.8,香坊,精装,77.6,否,否,9514
板楼,东南北,建国公园,中楼层,丁香名苑,8,1.02104E+11,2室1厅,73.8,道里,其他,77.6,否,否,9513
板楼,东南,靖宇公园,低楼层,滨港水岸E区,29,1.02103E+11,2室1厅,73.8,道外,精装,80,否,否,9225
板楼,东西南,安埠商圈,中楼层,果园星城A区,8,1.02104E+11,2室1厅,73.8,香坊,精装,83,否,否,8892
板楼,东西,玛克威,中楼层,东方红小区,17,1.02104E+11,2室1厅,73.8,道外,简装,84,否,否,8786
板楼,南北,师大附小沙曼小区,高楼层,沙曼小区五街区,7,1.02104E+11,2室1厅,73.8,南岗,其他,84.3,是,否,8752
板楼,南北,动力区,高楼层,美罗湾三期,16,1.02104E+11,2室1厅,73.8,香坊,简装,85,否,否,8683
板塔结合,南北,哈西商圈,高楼层,大众新城,7,1.02104E+11,2室1厅,73.8,南岗,精装,86.7,否,否,8517
板塔结合,南北,公路大桥,中楼层,共乐小区,8,1.02103E+11,2室1厅,73.8,道里,精装,90,否,否,8200
平房,南北,太平商圈,中楼层,大业小区,8,1.02103E+11,3室1厅,73.8,道外,简装,91.9,是,否,8033
板楼,南北,哈东站商圈,低楼层,南棵绿荫小区一期,7,1.02104E+11,2室1厅,73.8,道外,精装,97.3,是,否,7587
板楼,南北东,哈尔滨新区,中楼层,江霆华府,7,1.02104E+11,2室1厅,73.8,呼兰区,其他,98.6,否,否,7487
板楼,南北,动力区,高楼层,美罗湾三期,7,1.02104E+11,2室1厅,73.8,香坊,精装,100.6,否,否,7339
板楼,南北,动力区,中楼层,旭升小区,7,1.02104E+11,2室1厅,73.8,香坊,其他,101,否,否,7307
板塔结合,南北,阿城商圈,低楼层,福慧家园,15,1.02104E+11,2室1厅,73.8,阿城区,其他,104.3,否,否,7076
暂无数据,南北,动力区,高楼层,新联草街,8,1.02104E+11,3室1厅,73.8,香坊,简装,119.9,否,否,6154
板楼,南北,阿城商圈,高楼层,阿城恒大城,32,1.02104E+11,3室2厅,73.8,阿城区,其他,128,否,否,5766
板楼,南北,阿城商圈,低楼层,金都华府,28,1.02104E+11,3室2厅,73.8,阿城区,其他,170.2,否,否,4336
板楼,南,群力新区,低楼层,三松宜家,30,1.02104E+11,1室1厅,73.6,道里,其他,64.6,否,否,11394
板楼,东西,菜艺商圈,低楼层,军转小区,7,1.02104E+11,2室1厅,73.6,香坊,简装,78,否,否,9436
板楼,南北,南马校,高楼层,景阳街,7,1.02104E+11,2室1厅,73.6,道外,精装,103,是,否,7146
板楼,西北,哈西商圈,低楼层,金域蓝城,29,1.02104E+11,1室1厅,73.5,南岗,其他,52.9,否,否,13900
板楼,南北,顾乡大街,低楼层,康安小区(道里区),8,1.02103E+11,1室1厅,73.5,道里,精装,64,否,否,11488
暂无数据,南,松北世贸大道,低楼层,恒大锦苑,18,1.02103E+11,1室1厅,73.5,松北,精装,65,否,否,11308
板楼,南北,动力区,高楼层,格兰云天,18,1.02103E+11,2室1厅,73.5,香坊,精装,71,否,否,10353
板塔结合,南北,安埠商圈,中楼层,果园星城E区,8,1.02104E+11,2室1厅,73.5,香坊,精装,71.5,否,否,10273
板楼,东西,师大附小沙曼小区,中楼层,林兴小区,8,1.02102E+11,2室1厅,73.5,南岗,简装,83.5,否,否,8803
板楼,南北,公路大桥,中楼层,环桥家园,7,1.02103E+11,1室2厅,73.5,道里,简装,91.2,否,否,8061
板楼,南北,动力区,高楼层,美罗湾三期,7,1.02104E+11,2室2厅,73.5,香坊,精装,92,否,否,7990
板楼,东西,南马校,高楼层,西开原二道街,7,1.02103E+11,3室1厅,73.5,道外,精装,102,否,否,7206
板楼,南北,先锋路商圈,低楼层,尚东辉煌城,27,1.02103E+11,3室2厅,73.5,道外,毛坯,114.4,否,否,6423
板塔结合,南北,哈特百脑汇教化工大,中楼层,铁路街,8,1.02104E+11,2室1厅,73.3,南岗,精装,74.7,否,否,9809
板楼,南,省医院商圈,高楼层,亚麻小区,7,1.02104E+11,1室1厅,73,香坊,其他,36.2,否,否,20177
板楼,西南,哈西商圈,高楼层,学府经典,22,1.02103E+11,1室0厅,73,南岗,精装,40.2,否,否,18146
暂无数据,东北,哈西商圈,高楼层,中海·雍景熙岸,19,1.02104E+11,2室1厅,73,南岗,精装,46,否,否,15870
板楼,南北,南岗会展商圈,低楼层,红旗示范新区,8,1.02103E+11,2室1厅,73,南岗,简装,58.1,否,否,12567
板楼,南,动力区,中楼层,金瑞林城,30,1.02104E+11,2室1厅,73,香坊,精装,59.5,否,否,12269
板楼,东西,南岗会展商圈,中楼层,阳光绿色家园,8,1.02104E+11,2室1厅,73,南岗,精装,63,否,否,11588
板楼,南北,顾乡凯德广场,高楼层,天合俊景,24,1.02104E+11,2室1厅,73,道里,简装,64.8,否,否,11262
板楼,南,群力新区,中楼层,三松宜家,29,1.02104E+11,1室1厅,73,道里,精装,65,否,否,11231
板塔结合,南北,哈西商圈,中楼层,鸿朗花园南区,7,1.02104E+11,2室1厅,73,南岗,其他,65,否,否,11231
板塔结合,南,哈西商圈,中楼层,大众新城,7,1.02104E+11,2室1厅,73,南岗,简装,67,否,否,10894
板楼,东,南岗会展商圈,低楼层,山水嘉园-南区,14,1.02103E+11,1室1厅,73,香坊,精装,68,否,否,10736
板楼,南北,玛克威,中楼层,滨江凤凰城,8,1.02104E+11,2室1厅,73,道外,简装,69.8,否,否,10459
板楼,南北,动力区,中楼层,福缘名苑,7,1.02104E+11,2室1厅,73,香坊,其他,70,否,否,10429
板塔结合,南北,顾乡大街,低楼层,美晨家园,7,1.02104E+11,2室1厅,73,道里,简装,70,否,否,10429
板楼,南,太平商圈,中楼层,沃华水岸,8,1.02102E+11,2室1厅,73,道外,简装,70,是,否,10429
板楼,东南北,动力区,高楼层,格兰云天,18,1.02103E+11,2室1厅,73,香坊,精装,70.1,否,否,10411
板楼,南,玛克威,低楼层,滨江新城好民居,24,1.02104E+11,2室1厅,73,道外,精装,71.2,是,否,10246
板楼,南北,哈西商圈,中楼层,鸿朗花园北区,7,1.02103E+11,2室1厅,73,南岗,毛坯,74,否,否,9860
板楼,南,永泰商圈,中楼层,东鸿艺境,33,1.02104E+11,2室2厅,73,香坊,精装,75,否,否,9734
板楼,南,平房商圈,中楼层,中天富城,18,1.02104E+11,2室1厅,73,平房,其他,76.1,否,否,9587
板楼,南北,先锋路商圈,低楼层,红平小区,7,1.02102E+11,2室1厅,73,道外,简装,76.7,否,否,9517
板塔结合,南北,菜艺商圈,高楼层,开运花园,8,1.02103E+11,2室1厅,73,香坊,简装,76.7,否,否,9516
板楼,南北,菜艺商圈,高楼层,香安电力小区,7,1.02104E+11,2室1厅,73,香坊,简装,76.8,否,否,9506
板楼,东南,南岗会展商圈,高楼层,泰山家园,6,1.02103E+11,2室1厅,73,香坊,其他,76.9,否,否,9491
板塔结合,南北,安埠商圈,中楼层,果园星城C区,8,1.02103E+11,2室1厅,73,香坊,其他,77.1,否,否,9463
板楼,东南,动力区,中楼层,格兰云天,24,1.02103E+11,2室1厅,73,香坊,毛坯,77.6,否,否,9403
板楼,南北,公路大桥,低楼层,建河街,8,1.02104E+11,2室1厅,73,道里,精装,79,否,否,9241
板楼,南北,动力区,低楼层,乐东嘉园,7,1.02104E+11,2室1厅,73,香坊,简装,81.9,否,否,8918
板楼,南北,松北世贸大道,高楼层,永安城,18,1.02103E+11,2室1厅,73,松北,毛坯,82.7,否,否,8828
暂无数据,南北,动力区,高楼层,万科招商城市之光三期,18,1.02104E+11,2室1厅,73,香坊,精装,83,否,否,8796
板楼,南北西,哈西商圈,中楼层,征仪路花园小区C区,7,1.02104E+11,2室1厅,73,南岗,其他,84,否,否,8691
板楼,南北,顾乡凯德广场,中楼层,南方花园,8,1.02104E+11,2室1厅,73,道里,简装,84,否,否,8691
板楼,东西,哈东站商圈,中楼层,南棵绿荫小区一期,7,1.02104E+11,2室1厅,73,道外,精装,85,否,否,8589
板楼,南,永泰商圈,中楼层,新松·茂樾山,32,1.02104E+11,2室1厅,73,香坊,精装,85,否,否,8589
板楼,南北,永泰商圈,低楼层,会展城上城·星御,32,1.02104E+11,2室2厅,73,香坊,简装,85,否,否,8589
板楼,东西北,动力区,高楼层,花场小区,7,1.02103E+11,3室1厅,73,香坊,简装,88,否,否,8296
板楼,南,太平商圈,中楼层,三棵小区,8,1.02103E+11,2室2厅,73,道外,精装,88,是,否,8296
板楼,南北,哈东站商圈,中楼层,南棵绿荫小区三期,8,1.02104E+11,2室1厅,73,道外,简装,88,否,否,8296
塔楼,南北,宣西宣庆体院,中楼层,马端街,8,1.02104E+11,2室1厅,73,南岗,毛坯,88.2,否,否,8277
板楼,东西,先锋路商圈,中楼层,宏伟嘉园南区,7,1.02104E+11,3室1厅,73,道外,其他,90,否,否,8112
板楼,南北,龙塔,中楼层,宣礼街,8,1.02104E+11,2室1厅,73,南岗,简装,90,否,否,8112
板楼,南北,龙塔,中楼层,宣庆小区,7,1.02103E+11,2室1厅,73,南岗,其他,93.6,否,否,7798
板楼,东北,先锋路商圈,低楼层,生活汇,32,1.02104E+11,3室1厅,73,道外,毛坯,95,否,否,7685
板楼,东西,先锋路商圈,中楼层,红平小区,7,1.02103E+11,2室1厅,73,道外,简装,96,否,否,7605
板楼,南北,宣西宣庆体院,中楼层,宣西小区,5,1.02101E+11,2室1厅,73,南岗,精装,100.4,否,否,7273
板楼,南北,哈尔滨新区,高楼层,江霆华府,17,1.02104E+11,2室1厅,73,呼兰区,其他,101,否,否,7228
板塔结合,南北,先锋路商圈,中楼层,红旗小区（淮河路）,8,1.02104E+11,2室1厅,73,道外,精装,101.4,否,否,7201
板楼,南北,花园铁岭继红校,中楼层,邮政街,7,1.02104E+11,3室1厅,73,南岗,其他,102.8,是,否,7102
板楼,南北,花园铁岭继红校,中楼层,邮政街,7,1.02104E+11,3室1厅,73,南岗,简装,102.8,是,否,7102
暂无数据,南北,哈西商圈,高楼层,征仪路花园小区A区西区,7,1.02102E+11,2室1厅,73,南岗,精装,104,否,否,7020
板楼,东南,兆麟校,中楼层,一面街,9,1.02104E+11,2室1厅,73,道里,其他,104.3,否,否,7000
板楼,南北,群力新区,中楼层,城安小区,8,1.02102E+11,3室1厅,73,道里,简装,106,否,否,6887
板楼,东西,南马校,高楼层,景阳街,8,1.02102E+11,3室2厅,73,道外,简装,113,否,否,6461
板塔结合,南北,阿城商圈,高楼层,地质嘉园,18,1.02104E+11,2室1厅,73,阿城区,其他,121.5,否,否,6007
板楼,南北,群力新区,高楼层,河松小区一期,7,1.02104E+11,2室1厅,73,道里,简装,128,否,否,5704
板楼,西北,阿城商圈,中楼层,世纪名苑,19,1.02103E+11,3室1厅,73,阿城区,其他,157,否,否,4650
板楼,南北,顾乡凯德广场,高楼层,通顺街,7,1.02101E+11,3室1厅,73,道里,精装,162,否,否,4507
