,0,1,2,3,4,5,6,7,8,9,10,11,12,13
8319,板楼,南西北,工农大街,16,天薇丽景园,102100760993 ,2室1厅,109,巴彦区,精装,92,否,否,36333 
8320,板楼,西南,阿城商圈,18,半里花庭,102104148405 ,1室1厅,35.8,巴彦区,其他,78,否,否,11933 
8321,板楼,南北,松北世贸大道,49,万达·秀园,102104061949 ,2室1厅,115.1,巴彦区,毛坯,108,否,否,38367 
8322,板楼,南北,松北世贸大道,7,上院,102101486693 ,4室2厅,105,巴彦区,简装,142,否,否,35000 
8323,板楼,南北,菜艺商圈,7,六顺街,102104171324 ,2室1厅,50,巴彦区,简装,52,否,否,16667 
8324,板楼,西,哈东站商圈,7,南棵绿荫小区一期,102104171753 ,1室1厅,21.8,巴彦区,其他,50,否,否,7267 
8325,板楼,西北,儿童公园,29,人和名苑,102104138269 ,3室2厅,178,巴彦区,其他,144,是,否,59333 
8326,板楼,南北东,动力区,6,美罗湾二期,102101298571 ,7室3厅,165,巴彦区,精装,331,否,否,55000 
8327,板塔结合,南北,景阳商圈,31,太古时代广场,102103777659 ,2室1厅,125,巴彦区,毛坯,120,否,否,41667 
8328,板楼,西北,哈特百脑汇教化工大,7,铁路街,102104123360 ,1室1厅,28,巴彦区,毛坯,38,否,否,9333 
8329,板楼,南,菜艺商圈,7,香安街,102104130457 ,1室1厅,58,巴彦区,简装,33,否,否,19333 
8330,板楼,南北,爱建,2,经纬十二道街,102102122766 ,3室2厅,136,巴彦区,精装,138,否,否,45333 
8331,板楼,南北,安字片,8,安吉街,102101555682 ,3室1厅,69.8,巴彦区,简装,79,否,否,23267 
8332,板楼,南北,文政新区商圈,8,文政新区,102101259732 ,2室1厅,89.8,巴彦区,简装,90,否,否,29933 
8333,板楼,南北,安埠商圈,7,安埠小区北区,102101599214 ,2室1厅,47.8,巴彦区,简装,54,否,否,15933 
8334,板楼,南北,松北世贸大道,20,世茂蓝屿(世茂滨江新城三期),102100785712 ,2室2厅,140,巴彦区,简装,120,否,否,46667 
8335,板楼,南,西大桥商圈,7,清明二道街,102104163392 ,1室1厅,30,巴彦区,简装,42,否,否,10000 
8336,板楼,东西,万达商圈,7,天鹅公寓,102104021306 ,3室1厅,125,巴彦区,其他,146,否,否,41667 
8337,板塔结合,南,爱建,7,工程小区,102104153194 ,2室1厅,75,巴彦区,其他,64,否,否,25000 
8338,板楼,南西,工农大街,11,漫步·巴黎,102104149683 ,1室1厅,83,巴彦区,精装,51,否,否,27667 
8339,板塔结合,北南,阿城商圈,24,恒盛新天地(阿城区),102104148043 ,2室1厅,52.8,巴彦区,其他,103,否,否,17600 
8340,板楼,南,马家沟校大成街,7,洁净街,102104134335 ,1室1厅,34.8,巴彦区,其他,32,否,否,11600 
8341,暂无数据,南北,阿城商圈,7,康乐小区,102104158073 ,3室1厅,51.8,巴彦区,精装,107,否,否,17267 
8342,板楼,南北,建国公园,8,钢铁街住宅小区,102104164092 ,2室1厅,22.8,巴彦区,其他,44,否,否,7600 
8343,板楼,南北,动力区,30,金瑞林城,102101032734 ,2室1厅,113,巴彦区,简装,103,否,否,37667 
8344,板楼,南北,松北世贸大道,11,世纪花园A区,102102253406 ,2室1厅,135,巴彦区,简装,122,否,否,45000 
8345,板楼,南北,阿拉伯广场,7,北七小区,102103976048 ,2室1厅,49.8,巴彦区,其他,80,否,否,16600 
8346,板楼,南,顾乡凯德广场,18,清河湾小区,102103927810 ,2室1厅,66,巴彦区,其他,69,否,否,22000 
8347,板楼,南北,哈尔滨新区,7,金泰小区,102103763670 ,2室1厅,56,巴彦区,精装,87,否,否,18667 
8348,板楼,西,南岗分局十三中,7,龙福家园(南岗区),102103928489 ,2室1厅,56.5,巴彦区,其他,54,否,否,18833 
8349,板楼,南北,群力新区,18,玫瑰湾小区东区,102103731939 ,3室2厅,187,巴彦区,其他,134,否,否,62333 
8350,板塔结合,南,哈南商圈,7,恒泰嘉园,102103373257 ,1室1厅,18.8,巴彦区,简装,55,否,否,6267 
8351,板塔结合,南北,哈西商圈,31,巴黎第五区,102103910825 ,2室2厅,161,巴彦区,精装,94,否,否,53667 
8352,板楼,东西,阿城商圈,6,北新小区,102103969532 ,2室1厅,36.8,巴彦区,其他,82,否,否,12267 
8353,板楼,南,西大桥商圈,7,苗圃小区,102103828419 ,2室1厅,88,巴彦区,简装,51,否,否,29333 
8354,板塔结合,南北,动力区,7,春江新城,102103822538 ,2室1厅,62,巴彦区,精装,56,否,否,20667 
8355,暂无数据,南北,阿城商圈,31,印象华宅,102103618376 ,2室1厅,68,巴彦区,其他,96,否,否,22667 
8356,板楼,南北,尚志公园,7,通站街,102103985434 ,2室1厅,69.8,巴彦区,其他,61,否,否,23267 
8357,板楼,南北,太平商圈,7,维也纳河畔新城,102103548766 ,2室1厅,70.8,巴彦区,精装,70,是,否,23600 
8358,板塔结合,南西北,哈西商圈,27,学院新城二期,102103628810 ,2室1厅,80,巴彦区,精装,93,否,否,26667 
8359,板塔结合,南,哈西商圈,27,东方新天地,102103610446 ,2室1厅,126,巴彦区,精装,90,否,否,42000 
8360,板楼,北南,动力区,8,乐民小区,102103975165 ,2室1厅,56,巴彦区,简装,72,否,否,18667 
8361,板楼,南,哈尔滨新区,6,滨才城三期,102103604233 ,1室1厅,33,巴彦区,简装,50,否,否,11000 
8362,暂无数据,南西北,阿城商圈,17,龙鑫小区,102103801828 ,2室1厅,49,巴彦区,其他,94,否,否,16333 
8363,板楼,东南北,松北世贸大道,24,世茂都柏林,102103593205 ,3室1厅,148,巴彦区,精装,123,否,否,49333 
8365,板楼,南北,新发小区大润发,7,新发小区C区,102103683895 ,2室1厅,39.8,巴彦区,其他,42,否,否,13267 
8366,板塔结合,南,安字片,8,安定街,102101746329 ,2室1厅,35.8,巴彦区,毛坯,52,否,否,11933 
8367,板楼,西南,哈西商圈,22,学府经典,102103446459 ,1室0厅,73,巴彦区,精装,40,否,否,24333 
8368,板楼,东西,菜艺商圈,7,六顺街,102103667695 ,2室1厅,33.8,巴彦区,其他,38,否,否,11267 
8369,板楼,南,农大商圈,28,远创樾府,102103454212 ,1室1厅,63,巴彦区,精装,57,否,否,21000 
8370,暂无数据,南北,阿城商圈,32,金京赛丽斯,102103753609 ,2室1厅,53.5,巴彦区,简装,105,否,否,17833 
8371,板楼,南北,动力区,8,海顺新苑,102103364704 ,2室1厅,67.5,巴彦区,精装,76,否,否,22500 
8372,板楼,南北东,阿城商圈,7,阿城上京广场商住小区,102103626781 ,2室1厅,39,巴彦区,简装,83,否,否,13000 
8373,板楼,南北,哈尔滨新区,27,学伟国际城,102104000722 ,2室1厅,84,巴彦区,精装,97,否,否,28000 
8374,板楼,南北,阿城商圈,30,阿城恒大城,102103656365 ,2室1厅,42,巴彦区,简装,76,否,否,14000 
8375,板楼,南北,哈尔滨新区,7,柒季城,102103979320 ,2室1厅,58,巴彦区,精装,77,否,否,19333 
8376,板楼,南北,菜艺商圈,5,三辅街,102103907910 ,2室1厅,36.7,巴彦区,简装,49,否,否,12233 
8377,板塔结合,南,西大桥商圈,6,松罗堡街(新苗圃街),102103819865 ,1室1厅,62,巴彦区,其他,27,否,否,20667 
8378,暂无数据,南北,阿城商圈,18,新龙城C2区,102103754294 ,2室1厅,64,巴彦区,精装,111,否,否,21333 
8379,板楼,南北,安埠商圈,7,水木蘭亭,102103949673 ,2室1厅,61.8,巴彦区,其他,67,否,否,20600 
8380,板楼,南北,松北世贸大道,49,万达·秀园,102102527572 ,2室1厅,115,巴彦区,其他,108,否,否,38333 
8381,板楼,南北,工农大街,6,群力新苑东区,102104014130 ,2室1厅,68,巴彦区,简装,63,否,否,22667 
8382,板塔结合,南北,哈西商圈,18,南郡·香醍雅诺,102103615303 ,2室1厅,156,巴彦区,精装,89,否,否,52000 
8383,板楼,南,文政新区商圈,8,乐安小区,102103893289 ,2室1厅,60,巴彦区,简装,64,否,否,20000 
8384,板楼,南北,师大附小沙曼小区,7,沙曼小区四街区,102103882911 ,2室1厅,49.8,巴彦区,简装,50,否,否,16600 
8386,板楼,南西北,太平商圈,7,维也纳河畔新城,102103642563 ,2室1厅,75,巴彦区,精装,88,否,否,25000 
8387,板楼,南北,西大桥商圈,7,教育学院家属楼,102103928740 ,2室1厅,138,巴彦区,其他,100,否,否,46000 
8388,板楼,西南,松北世贸大道,18,钻石湾,102103274153 ,2室1厅,98,巴彦区,简装,72,否,否,32667 
8389,板楼,东南北,阿城商圈,27,金上京公馆,102102940156 ,2室1厅,41.5,巴彦区,精装,84,否,否,13833 
8390,板楼,南,靖宇公园,31,滨港水岸C区,102104121533 ,2室1厅,60,巴彦区,其他,66,否,否,20000 
8391,板楼,南北,菜艺商圈,7,四史街,102104064692 ,2室1厅,86,巴彦区,简装,100,否,否,28667 
8395,板塔结合,南,海城市场商圈,8,文中街,102103950523 ,2室1厅,68,巴彦区,简装,69,否,否,22667 
8396,板楼,南北,先锋路商圈,11,黄河嘉园,102104139360 ,2室2厅,190,巴彦区,其他,109,否,否,63333 
8397,板楼,南,松北世贸大道,26,城市之星,102103093914 ,1室1厅,95,巴彦区,简装,73,否,否,31667 
8399,板楼,南北,松北世贸大道,32,万达华园,102103931088 ,2室2厅,125,巴彦区,其他,93,否,否,41667 
8400,板塔结合,东南,工农大街,32,翡翠城,102102473313 ,1室1厅,78.5,巴彦区,精装,55,否,否,26167 
8403,板楼,南北,群力新区,7,海富康城,102100722409 ,2室1厅,106,巴彦区,精装,122,否,否,35333 
8404,板楼,南,群力新区,30,翠湖天地璞园,102101367818 ,1室1厅,130,巴彦区,精装,78,否,否,43333 
8405,板塔结合,南北,群力新区,7,海富康城,102104152390 ,2室1厅,29.5,巴彦区,其他,47,否,否,9833 
8406,板楼,东,哈东站商圈,7,哈东新区,102103983652 ,2室1厅,31,巴彦区,其他,51,否,否,10333 
8407,板楼,南北,哈西商圈,6,东辉明珠园,102102117783 ,2室1厅,138,巴彦区,精装,108,否,否,46000 
8408,板楼,南北,松北世贸大道,28,墅公馆,102102896894 ,2室1厅,83,巴彦区,精装,95,否,否,27667 
8409,板塔结合,南北,阿城商圈,32,铭洋首府,102104015190 ,2室1厅,49,巴彦区,其他,109,否,否,16333 
8410,板楼,南北,阿城商圈,29,广大富延,102103987856 ,2室2厅,62.8,巴彦区,其他,127,否,否,20933 
8411,板楼,南北,松北世贸大道,6,世纪花园C区,102103925993 ,2室1厅,104,巴彦区,精装,90,否,否,34667 
8412,板楼,东西,安埠商圈,8,果园星城C区,102103341022 ,2室1厅,40,巴彦区,精装,51,否,否,13333 
8413,暂无数据,南,菜艺商圈,6,菜艺小区,102104012626 ,2室1厅,46.8,巴彦区,简装,48,否,否,15600 
8414,板楼,南北,阿城商圈,17,铂宇剑桥郡,102103942508 ,2室1厅,44.5,巴彦区,其他,88,否,否,14833 
8415,板楼,东南,王岗商圈,14,红星凯悦,102103644958 ,2室1厅,64.8,巴彦区,简装,82,否,否,21600 
8416,板楼,南北,群力新区,24,恒盛皇家花园,102104006542 ,2室1厅,179,巴彦区,其他,102,否,否,59667 
8417,板塔结合,东西,省医院商圈,8,文和家园小区,102101802786 ,2室1厅,108,巴彦区,精装,127,否,否,36000 
8418,板楼,南北,船舶军工,8,永平小区,102103663540 ,2室1厅,46,巴彦区,简装,49,是,否,15333 
8419,板楼,南北,顾乡凯德广场,7,清河湾小区,102104014286 ,2室1厅,44.5,巴彦区,其他,56,否,否,14833 
8420,板楼,南北,儿童公园,7,中和街,102103712481 ,2室1厅,38,巴彦区,简装,47,否,否,12667 
8421,板楼,东西,顾乡大街,7,新天地家园,102103607911 ,2室1厅,67.8,巴彦区,精装,69,否,否,22600 
8423,板楼,南,顾乡大街,8,溪畔嘉园,102101913403 ,2室1厅,53,巴彦区,精装,61,否,否,17667 
8424,板楼,南,动力区,26,河畔花园小区,102103633092 ,2室1厅,32,巴彦区,其他,55,否,否,10667 
8425,板楼,南北,哈西商圈,5,尤家街,102102900908 ,2室1厅,32,巴彦区,简装,49,否,否,10667 
8426,板塔结合,南西,爱建,32,中兴家园,102103959153 ,1室1厅,87,巴彦区,其他,73,否,否,29000 
8427,塔楼,东,南马校,8,南马路,102103998531 ,2室1厅,53,巴彦区,简装,78,否,否,17667 
8428,板楼,南北,哈尔滨新区,6,滨才城一期,102104007860 ,2室1厅,55,巴彦区,简装,79,否,否,18333 
8429,板楼,南北,群力新区,6,恒大天地人和,102103550887 ,3室1厅,348,巴彦区,其他,172,否,否,116000 
8430,板楼,南北,顾乡大街,8,新华小区(道里区),102103763919 ,2室1厅,76.8,巴彦区,精装,79,否,否,25600 
8431,板楼,南北,群力新区,6,海富康城,102103156288 ,2室1厅,54,巴彦区,简装,55,否,否,18000 
8432,板塔结合,南北,菜艺商圈,7,三辅花园,102103237023 ,2室1厅,78,巴彦区,简装,71,否,否,26000 
8433,板楼,东西,文政新区商圈,9,文政新区,102104015452 ,2室1厅,61,巴彦区,精装,46,否,否,20333 
8434,板楼,西东,团结萧红校哈站北秀宾馆,7,邮政街(上夹树街),102103943018 ,2室1厅,73.8,巴彦区,其他,58,是,否,24600 
8435,板塔结合,南,哈尔滨新区,7,柒季城,102103705625 ,1室1厅,35,巴彦区,其他,51,否,否,11667 
8436,板楼,南北,阿城商圈,32,龙汇小区,102103953574 ,2室1厅,49.8,巴彦区,其他,92,否,否,16600 
8437,板楼,南,顾乡凯德广场,32,天合俊景,102103766448 ,1室1厅,75,巴彦区,其他,57,否,否,25000 
8438,塔楼,东西,龙塔,15,吉星商住楼,102103609669 ,3室1厅,135,巴彦区,其他,120,否,否,45000 
8439,板楼,南,师大附小沙曼小区,7,林兴小区,102103909125 ,2室1厅,50.8,巴彦区,其他,61,否,否,16933 
8440,板楼,南北,松北世贸大道,18,永安城,102103812532 ,2室1厅,98,巴彦区,精装,102,否,否,32667 
8441,板楼,南北,动力区,6,福泰名苑,102103773711 ,2室1厅,45,巴彦区,精装,93,否,否,15000 
8444,板楼,南北,哈西商圈,17,西典家园北区,102103978530 ,2室1厅,93,巴彦区,其他,98,否,否,31000 
8446,板楼,东西,建国公园,8,建国街,102103898577 ,2室1厅,34,巴彦区,简装,60,否,否,11333 
8447,板楼,南,哈西商圈,32,新大发国际,102101793394 ,2室2厅,76.8,巴彦区,精装,63,否,否,25600 
8448,板楼,西北,顾乡凯德广场,30,福順尚景,102103941951 ,1室1厅,72,巴彦区,精装,65,否,否,24000 
8449,板楼,东西,承德广场,7,祥泰花园A区,102103789410 ,2室1厅,44.8,巴彦区,简装,51,否,否,14933 
8450,板楼,南,靖宇公园,26,好民居滨港水岸A区(陶瓷小区西区),102103532725 ,2室1厅,62,巴彦区,精装,66,否,否,20667 
8451,板塔结合,南北,建国公园,8,建国街,102103293669 ,2室1厅,43,巴彦区,精装,56,否,否,14333 
8452,板楼,南北,新发小区大润发,7,燎原街,102103943900 ,3室1厅,72,巴彦区,其他,87,是,否,24000 
8453,板楼,南北西,顾乡凯德广场,7,清河湾小区,102103705909 ,2室1厅,62.8,巴彦区,其他,60,否,否,20933 
8454,板楼,南,群力新区,28,桐楠阁领誉,102103616444 ,2室1厅,53,巴彦区,精装,57,否,否,17667 
8455,板楼,南北,阿城商圈,16,金河铭苑,102103638049 ,2室1厅,53.2,巴彦区,精装,98,否,否,17733 
8456,板楼,南北,松北世贸大道,49,万达·秀园,102103981486 ,2室1厅,123,巴彦区,毛坯,108,否,否,41000 
8457,板楼,南北,阿城商圈,26,龙汇小区,102103985678 ,2室1厅,66.5,巴彦区,精装,95,否,否,22167 
8458,板楼,南北,群力新区,25,天鹅湾,102103907362 ,2室1厅,159,巴彦区,其他,101,否,否,53000 
8459,板塔结合,东南北,哈西商圈,26,东方新天地,102103215882 ,2室1厅,128,巴彦区,简装,84,否,否,42667 
8463,塔楼,南北,动力区,7,乐强小区,102103658823 ,2室1厅,86,巴彦区,简装,108,否,否,28667 
8464,板楼,东,动力区,7,旭升小区,102103197682 ,2室1厅,40.8,巴彦区,简装,50,否,否,13600 
8465,板楼,北南,群力新区,28,恒大帝景,102103337356 ,2室2厅,128,巴彦区,精装,96,否,否,42667 
8466,板塔结合,南北,顾乡大街,8,溪畔嘉园,102103716733 ,2室1厅,82,巴彦区,其他,95,否,否,27333 
8468,板楼,西南,工农大街,12,漫步·巴黎,102103964120 ,2室1厅,101,巴彦区,其他,69,否,否,33667 
8469,板楼,南,哈东站商圈,7,南棵绿荫小区三期,102103811142 ,2室1厅,59,巴彦区,简装,63,否,否,19667 
8470,板楼,南北,南十四道街商圈,8,正大龙生家园,102103726465 ,1室1厅,36.5,巴彦区,简装,54,否,否,12167 
8471,板塔结合,东西,顾乡大街,19,美晨家园,102103994365 ,2室1厅,119,巴彦区,简装,118,否,否,39667 
8472,板塔结合,南北,哈西商圈,18,阳光家园四期,102103955680 ,2室1厅,62.5,巴彦区,精装,60,否,否,20833 
8473,板楼,南,阿城商圈,32,鼎源名座,102103891050 ,1室1厅,30,巴彦区,其他,70,否,否,10000 
8474,暂无数据,南北,阿城商圈,32,金京赛丽斯,102103811655 ,2室1厅,55,巴彦区,其他,105,否,否,18333 
8475,板楼,南北,哈特百脑汇教化工大,7,上夹树街,102103980541 ,2室1厅,67.5,巴彦区,精装,53,是,否,22500 
8476,板塔结合,南北,哈西商圈,18,南郡·香醍雅诺,102102540042 ,3室2厅,186,巴彦区,精装,132,是,否,62000 
8477,板楼,南,哈东站商圈,7,南棵绿荫小区一期,102103143986 ,2室1厅,58.8,巴彦区,简装,65,否,否,19600 
8478,板楼,西,哈南商圈,20,英伦名邸,102102938142 ,1室1厅,91,巴彦区,其他,83,否,否,30333 
8479,板楼,南,工农大街,17,漫步·巴黎,102103803546 ,2室1厅,94,巴彦区,简装,68,否,否,31333 
8480,板楼,南北,工农大街,18,漫步·巴黎,102104002193 ,3室1厅,205,巴彦区,其他,134,否,否,68333 
8485,板楼,南北,松北世贸大道,6,保利公园九号,102103803471 ,2室1厅,97,巴彦区,精装,88,否,否,32333 
8492,板楼,南,工农大街,28,群力新苑东区,102103143365 ,1室1厅,86.8,巴彦区,精装,70,否,否,28933 
8493,板楼,南北,群力新区,26,群力家园k区,102102808390 ,2室1厅,132.8,巴彦区,精装,112,否,否,44267 
8494,板楼,南北,群力新区,7,海富康城,102103529279 ,2室1厅,75,巴彦区,简装,68,否,否,25000 
8495,板楼,南,太平商圈,7,维也纳河畔新城,102103198594 ,2室1厅,66,巴彦区,简装,62,否,否,22000 
8496,板楼,南北,师大附小沙曼小区,8,林兴小区,102103963391 ,2室1厅,42.8,巴彦区,其他,47,否,否,14267 
8497,板塔结合,南北,顾乡大街,8,溪畔嘉园,102103985789 ,2室1厅,89,巴彦区,其他,95,否,否,29667 
8498,板楼,西,太平商圈,7,维也纳河畔新城,102103599356 ,2室1厅,46,巴彦区,简装,60,是,否,15333 
8499,塔楼,北南,尚志公园,7,通站街,102104006346 ,2室1厅,54.8,巴彦区,简装,52,否,否,18267 
8500,板楼,南北,仪兴商圈,7,仪兴小区,102103771403 ,2室1厅,79.8,巴彦区,简装,83,是,否,26600 
8501,板楼,西,哈西商圈,7,科大安居小区,102103780492 ,2室1厅,26,巴彦区,简装,56,否,否,8667 
8502,板楼,南,哈西商圈,18,辰能溪树庭院,102103479552 ,2室1厅,205,巴彦区,毛坯,109,是,否,68333 
8503,板楼,南北,动力区,7,美罗湾三期,102103697506 ,2室2厅,73.5,巴彦区,精装,92,否,否,24500 
8504,板楼,南,群力新区,28,桐楠阁领誉,102103227965 ,1室1厅,59,巴彦区,简装,62,否,否,19667 
8505,板楼,南北,安埠商圈,8,果园星城C区,102103891155 ,2室1厅,70,巴彦区,其他,95,否,否,23333 
8506,板楼,南北,太平商圈,7,黎华小区,102103551188 ,2室1厅,69.8,巴彦区,简装,101,是,否,23267 
8507,板塔结合,南北东,哈西商圈,7,大众新城,102103061454 ,2室1厅,81.8,巴彦区,简装,87,否,否,27267 
8508,板楼,南西,南岗会展商圈,26,华轩美景,102104006693 ,2室1厅,127,巴彦区,精装,90,否,否,42333 
8509,板楼,南北,南十四道街商圈,7,北兴教育园,102104004167 ,2室1厅,49.8,巴彦区,精装,54,否,否,16600 
8510,板楼,南,松北世贸大道,32,钻石湾地中海阳光,102103230978 ,2室1厅,127,巴彦区,其他,97,否,否,42333 
8511,板楼,西,南岗会展商圈,7,泰海花园小区,102103858271 ,2室1厅,74.9,巴彦区,其他,52,否,否,24967 
8512,板塔结合,南北,阿城商圈,24,恒盛新天地(阿城区),102103815441 ,2室1厅,47.8,巴彦区,精装,90,否,否,15933 
8513,板楼,南北,文政新区商圈,7,中医药大学家属楼,102102721931 ,3室2厅,85,巴彦区,其他,83,否,否,28333 
8514,板楼,南,哈西商圈,16,西典家园南区,102102964746 ,1室1厅,51.8,巴彦区,简装,51,否,否,17267 
8515,板楼,东,群力新区,11,中海寰宇天下,102103080394 ,1室1厅,72,巴彦区,其他,37,否,否,24000 
8516,暂无数据,南北,阿城商圈,8,新龙城C2区,102103828612 ,2室1厅,42,巴彦区,其他,78,否,否,14000 
8517,板塔结合,南北,群力新区,6,海富康城,102103818546 ,2室1厅,32,巴彦区,其他,60,否,否,10667 
8518,板楼,南北,工农大街,14,天薇丽景园,102103989251 ,2室1厅,116,巴彦区,其他,90,否,否,38667 
8519,板楼,南,群力新区,29,翠湖天地翠园,102103529863 ,1室1厅,135,巴彦区,精装,78,否,否,45000 
8520,暂无数据,南西北,阿城商圈,7,金景阳花园小城,102103589889 ,2室2厅,54,巴彦区,其他,120,否,否,18000 
8521,板楼,南北,西大桥商圈,33,世纪嘉园(南岗区),102103289846 ,2室2厅,185,巴彦区,精装,144,否,否,61667 
8522,板楼,南北,松北世贸大道,11,世茂滨江法兰西,102103922061 ,2室1厅,137,巴彦区,精装,120,否,否,45667 
8523,板楼,南北,工农大街,6,群力新苑东区,102103994984 ,2室1厅,62.8,巴彦区,简装,52,否,否,20933 
8524,板楼,南北,先锋路商圈,8,和平小区,102103925189 ,2室1厅,47.8,巴彦区,其他,65,否,否,15933 
8525,板楼,南,阿城商圈,16,金河铭苑,102103993327 ,2室1厅,45,巴彦区,其他,80,否,否,15000 
8526,板楼,南北,龙塔,6,珠江路,102103987100 ,2室1厅,40,巴彦区,简装,61,否,否,13333 
8527,板楼,南北,新发小区大润发,7,新发小区C区,102103997534 ,2室1厅,53,巴彦区,其他,62,否,否,17667 
8528,塔楼,南,群力新区,27,三松宜家,102103835741 ,1室1厅,98,巴彦区,其他,71,否,否,32667 
8529,板塔结合,南,哈西商圈,17,盟科万城,102103912716 ,2室1厅,82.9,巴彦区,其他,67,否,否,27633 
8530,板楼,南北,阿城商圈,6,绿波华园,102103722301 ,2室1厅,45,巴彦区,简装,100,否,否,15000 
8531,板楼,南,群力新区,32,中兴城,102103737097 ,1室1厅,56.8,巴彦区,简装,49,否,否,18933 
8532,板楼,南,师大附小沙曼小区,7,和兴头道街,102103983134 ,2室1厅,149,巴彦区,简装,53,否,否,49667 
8533,板楼,南北,群力新区,18,海富绣园,102103944575 ,2室1厅,94,巴彦区,其他,67,否,否,31333 
8534,板楼,东北,儿童公园,7,中和街,102103567262 ,2室1厅,30,巴彦区,其他,50,是,否,10000 
8535,板楼,南,安埠商圈,18,龙跃金水湾,102103561495 ,1室1厅,66.8,巴彦区,精装,54,否,否,22267 
8536,板楼,南东西,哈尔滨新区,32,华尚·万象新天,102102852522 ,2室1厅,80,巴彦区,简装,98,否,否,26667 
8537,板楼,南北,哈西商圈,26,天悦国际,102102858253 ,2室1厅,118,巴彦区,精装,82,否,否,39333 
8538,板楼,南,顾乡凯德广场,7,清河湾小区,102103658333 ,2室1厅,53.5,巴彦区,精装,56,否,否,17833 
8539,板塔结合,南北,阿城商圈,31,印象华宅,102103575348 ,2室1厅,48,巴彦区,精装,74,否,否,16000 
8540,板塔结合,南,船舶军工,5,文化家园,102103603959 ,2室1厅,63.5,巴彦区,精装,56,否,否,21167 
8544,板楼,南北,太平商圈,5,维也纳河畔新城,102103912114 ,2室1厅,68,巴彦区,简装,79,是,否,22667 
8545,板楼,北,动力区,7,美罗湾二期,102103971223 ,1室1厅,40,巴彦区,简装,65,否,否,13333 
8554,板塔结合,南,顾乡凯德广场,8,祥泰人家,102103419510 ,2室1厅,46.3,巴彦区,简装,60,否,否,15433 
8555,板塔结合,南,顾乡大街,7,美晨家园,102103644995 ,1室1厅,66,巴彦区,精装,58,否,否,22000 
8557,板楼,南北,群力新区,28,恒盛豪庭,102103632425 ,2室1厅,195,巴彦区,精装,105,否,否,65000 
8558,板楼,东西北,松北世贸大道,18,北岸·润和城,102103635837 ,2室1厅,52,巴彦区,精装,68,否,否,17333 
8559,板楼,南,南岗会展商圈,32,悦山国际一期,102103568394 ,2室1厅,130,巴彦区,其他,97,否,否,43333 
8561,暂无数据,南,阿城商圈,22,广大富延,102101770401 ,2室1厅,45,巴彦区,其他,89,否,否,15000 
8562,板楼,东西,师大附小沙曼小区,8,省委党校家属楼,102103482142 ,2室1厅,52,巴彦区,简装,49,否,否,17333 
8563,板楼,东南北,哈西商圈,29,涧桥西畔,102103459212 ,2室1厅,148,巴彦区,精装,95,是,否,49333 
8564,板塔结合,南北,哈南商圈,26,鲁商凤凰城,102103833897 ,2室1厅,129,巴彦区,精装,88,否,否,43000 
8568,板楼,东,尚志公园,8,白毛小区,102103836758 ,1室1厅,54.5,巴彦区,其他,50,否,否,18167 
8569,板楼,南北,群力新区,26,群力家园k区,102103724822 ,2室1厅,125,巴彦区,其他,109,否,否,41667 
8570,板塔结合,南北,船舶军工,5,文化家园,102103633256 ,3室1厅,84,巴彦区,精装,74,否,否,28000 
8575,板楼,南,安埠商圈,33,龙跃金水湾,102103751129 ,1室1厅,76.5,巴彦区,其他,67,否,否,25500 
8576,板楼,南,哈南商圈,26,英伦名邸,102103655865 ,1室1厅,78,巴彦区,精装,68,否,否,26000 
8577,板楼,南,菜艺商圈,7,八栋楼小区,102102848124 ,2室1厅,64.8,巴彦区,精装,70,否,否,21600 
8578,板楼,南,文政新区商圈,8,文政街,102103840751 ,2室1厅,58.8,巴彦区,简装,54,否,否,19600 
8582,板楼,南,顾乡凯德广场,19,清河湾小区,102103754735 ,2室1厅,87,巴彦区,精装,79,否,否,29000 
8583,板塔结合,南,哈西商圈,16,康宁家园,102103479012 ,2室1厅,86.8,巴彦区,其他,89,是,否,28933 
8584,板楼,南,群力新区,32,恒祥空间,102103648906 ,1室1厅,70,巴彦区,其他,51,否,否,23333 
8588,板楼,东南,工农大街,32,翡翠城,102103786519 ,2室1厅,94,巴彦区,简装,77,否,否,31333 
8589,暂无数据,东南西,动力区,22,绿海花园,102103304759 ,2室1厅,72.8,巴彦区,精装,71,否,否,24267 
8590,板楼,东南北,哈西商圈,33,辰能·溪树庭院南区,102103971602 ,2室2厅,215,巴彦区,简装,122,是,否,71667 
8591,板楼,东西北,顾乡大街,7,新天地家园,102102984896 ,2室1厅,85,巴彦区,精装,91,否,否,28333 
8592,板楼,南北,公路大桥,8,建河头道街,102103563077 ,2室1厅,44.8,巴彦区,精装,52,否,否,14933 
8593,板楼,南,群力新区,30,中兴城,102103305609 ,1室1厅,69.8,巴彦区,精装,60,否,否,23267 
8594,板楼,南,阿城商圈,29,阿城恒大城,102103189290 ,2室1厅,61,巴彦区,精装,98,否,否,20333 
8595,板楼,南,阿城商圈,25,丽都国际,102103113776 ,2室1厅,36.8,巴彦区,其他,82,否,否,12267 
8596,板楼,西北,安埠商圈,6,安埠小区北区,102103904278 ,2室1厅,60,巴彦区,其他,59,否,否,20000 
8597,暂无数据,南北,阿城商圈,6,绿波家园,102103801660 ,2室1厅,31.5,巴彦区,其他,70,否,否,10500 
8599,板塔结合,南北,群力新区,7,海富康城,102103391286 ,2室1厅,89.8,巴彦区,简装,78,否,否,29933 
