Construction,Direction,District,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Subway,Taxfree,UnitPrice
板楼,南北,靖宇公园,31,方远滨江国际C区,102103999491,2室2厅,152.7,道外,其他,117.0,否,否,31
板楼,东西,阿拉伯广场,7,鸿基名苑,102104027128,2室1厅,70,道外,精装,93.0,否,否,7
板楼,南北,南岗会展商圈,20,金色莱茵,102104081325,3室2厅,350,道外,精装,280.0,否,否,20
板楼,南北,太古商圈,18,太古新天地,102104076896,2室1厅,140,道外,精装,131.0,否,否,18
板塔结合,东,先锋路商圈,18,润成水云天,102104066105,1室1厅,35,道外,精装,44.0,否,否,18
板楼,东西,太平商圈,8,红河六街区,102104072237,2室1厅,46,道外,简装,49.0,否,否,8
塔楼,北,靖宇公园,5,江畔路,102104064195,1室0厅,18,道外,简装,26.0,否,否,5
板楼,西东,南岗会展商圈,7,泰山小区,102104056164,2室1厅,118,道外,简装,102.0,否,否,7
板楼,南北,玛克威,8,集良小区,102104073050,2室1厅,43,道外,简装,79.0,否,否,8
板楼,东北,先锋路商圈,33,富达蓝山,102104055560,1室1厅,71,道外,精装,57.0,否,否,33
板楼,东,哈东站商圈,7,南棵绿荫小区三期,102104027477,2室1厅,55,道外,简装,64.0,否,否,7
板楼,南,太平商圈,7,馨美家园,102104068748,2室1厅,70,道外,简装,64.0,是,否,7
板楼,南北,太平商圈,7,馨美家园,102104068725,2室1厅,70,道外,简装,75.0,是,否,7
板楼,东,太平商圈,7,黎华小区,102104056928,2室1厅,49.8,道外,精装,58.0,是,否,7
暂无数据,南,靖宇公园,7,北环俊景,102104038996,2室1厅,46,道外,简装,52.0,否,否,7
板楼,西,阿拉伯广场,8,振国小区,102104068467,2室1厅,35,道外,简装,47.0,否,否,8
板楼,东西,太平商圈,7,维也纳河畔新城,102104045430,1室1厅,38.5,道外,简装,48.0,是,否,7
板楼,东南,太平商圈,7,维也纳河畔新城,102104067843,1室1厅,15.8,道外,简装,45.0,否,否,7
板楼,西,先锋路商圈,7,红城小区,102104069684,2室1厅,16,道外,简装,37.0,否,否,7
板楼,南,南十四道街商圈,8,太古小区,102104025423,2室1厅,32,道外,简装,45.0,否,否,8
板楼,南北,船舶军工,8,新乐小区,102104067148,2室1厅,28,道外,简装,49.0,是,否,8
板楼,南北,靖宇公园,25,好民居滨港水岸D区,102104089665,2室1厅,95.8,道外,精装,91.0,否,否,25
板楼,南,先锋路商圈,33,远大中央公园,102104045853,1室1厅,130,道外,精装,71.0,否,否,33
板楼,南,先锋路商圈,7,和平小区,102104054204,1室1厅,48,道外,毛坯,56.0,否,否,7
板楼,南北,先锋路商圈,7,和平小区,102104047849,2室1厅,43,道外,精装,60.0,否,否,7
板楼,东,景阳商城南极市场,8,清真寺街,102104089826,2室1厅,45,道外,简装,64.0,否,否,8
板塔结合,南,太平商圈,45,桦树家园二期,102104098280,2室1厅,50,道外,毛坯,56.0,是,否,45
板楼,南北,先锋路商圈,6,报达文化商住小区,102102069154,2室1厅,66.8,道外,简装,75.0,否,否,6
板楼,南,靖宇公园,28,滨港水岸逸江湾,102104101227,1室1厅,68,道外,其他,71.0,否,否,28
板楼,西,阿拉伯广场,8,南十道街,102104092721,1室1厅,31.9,道外,简装,44.0,否,否,8
板塔结合,南,南岗会展商圈,35,华鸿国际,102103544862,3室1厅,430,道外,其他,204.0,否,否,35
板楼,西北,南岗会展商圈,31,悦山国际一期,102104114229,1室1厅,98,道外,其他,72.0,否,否,31
板楼,南,太平商圈,7,松乐家园,102104114281,2室1厅,54,道外,其他,68.0,是,否,7
板楼,南,先锋路商圈,6,红河八街区,102103068428,1室0厅,25,道外,其他,34.0,否,否,6
板楼,东南西,玛克威,33,方远滨江国际B区,102102587621,3室1厅,146.8,道外,简装,130.0,否,否,33
板楼,南北,南岗会展商圈,7,会展家园小区,102102806179,3室1厅,128,道外,精装,159.0,否,否,7
板楼,南北,南岗会展商圈,7,泰鑫国典,102102268487,3室1厅,185,道外,精装,108.0,否,否,7
板楼,东南,阿拉伯广场,7,鸿基名苑,102102111133,2室1厅,42,道外,简装,68.0,否,否,7
板楼,南北,先锋路商圈,30,润成水云天,102103109903,3室1厅,170,道外,精装,131.0,否,否,30
板楼,南西,阿拉伯广场,8,正阳南小区,102103333866,3室1厅,63,道外,简装,74.0,否,否,8
板塔结合,西北,先锋路商圈,32,海都华庭,102102948910,2室1厅,120,道外,精装,85.0,否,否,32
板楼,南北,太古商圈,7,太古新天地,102103800440,2室1厅,66,道外,精装,68.0,否,否,7
板楼,南北,南马校,16,中财雅典城,102102434377,3室2厅,185,道外,简装,169.0,否,否,16
板塔结合,西,南十四道街商圈,7,保障华庭小区,102103062158,2室1厅,67.8,道外,简装,69.0,否,否,7
板楼,东,玛克威,8,滨江凤凰城,102104017645,1室1厅,14.8,道外,其他,28.0,否,否,8
板楼,东南,太平商圈,7,黎华小区,102104091824,2室1厅,49.5,道外,其他,88.0,是,否,7
板塔结合,南北,南岗会展商圈,26,冬奥村·二期,102102741175,5室2厅,310,道外,精装,253.0,否,否,26
板楼,南北,太平商圈,9,信用小区,102103340212,4室2厅,100,道外,简装,192.0,是,否,9
板楼,东西,南岗会展商圈,7,泰山小区,102102174044,4室2厅,135,道外,精装,170.0,否,否,7
板塔结合,南西北,南马校,32,宝宇荣耀上城,102102113641,3室2厅,284.8,道外,精装,166.0,否,否,32
板楼,南北,先锋路商圈,7,星园小区,102101076158,2室1厅,67,道外,精装,68.0,否,否,7
暂无数据,东西,南马校,5,八区四巷,102103052885,3室1厅,108,道外,简装,150.0,否,否,5
平房,南北,太平商圈,8,大业小区,102104019136,3室1厅,79.8,道外,其他,106.0,是,否,8
板楼,南北,景阳商城南极市场,7,肉联小区,102104035135,2室1厅,69.8,道外,简装,108.0,否,否,7
板楼,南,南十四道街商圈,7,保障华庭小区,102104061421,2室1厅,48,道外,其他,51.0,否,否,7
板楼,南北,承德广场,7,祥泰花园A区,102104012983,2室1厅,77.6,道外,简装,101.0,否,否,7
板楼,东西,南十四道街商圈,6,南九道街,102104083015,2室1厅,52.4,道外,简装,63.0,否,否,6
板楼,东西,先锋路商圈,7,红河八街区,102104033721,3室1厅,95,道外,精装,167.0,否,否,7
板楼,南北,南十四道街商圈,7,保障华庭小区,102104036074,2室1厅,48.5,道外,简装,52.0,否,否,7
板楼,西,太平商圈,7,黎华小区,102101703423,1室1厅,23,道外,简装,45.0,是,否,7
板楼,南北,船舶军工,7,永平小区,102104017099,4室1厅,200,道外,简装,168.0,是,否,7
板塔结合,南西北,阿拉伯广场,17,滨海大厦,102104065285,3室2厅,120,道外,其他,150.0,否,否,17
板楼,南,太平商圈,16,校园小区,102104049695,1室1厅,43,道外,简装,44.0,是,否,16
板楼,东西,太平商圈,7,维也纳河畔新城,102104004532,2室1厅,69,道外,简装,69.0,否,否,7
板塔结合,西,南十四道街商圈,17,保障华庭小区,102103095882,2室1厅,117.8,道外,精装,112.0,否,否,17
板楼,西,先锋路商圈,7,阳光丽都,102101078538,2室1厅,31.8,道外,精装,46.0,否,否,7
暂无数据,东西,承德广场,6,丽江楼,102102984548,2室2厅,122,道外,简装,108.0,否,否,6
板楼,西,哈东站商圈,7,南棵绿荫小区一期,102100992023,1室1厅,25,道外,精装,52.0,否,否,7
板楼,东西,玛克威,6,东方红小区,102101848018,2室1厅,59.8,道外,精装,75.0,否,否,6
板楼,东西,阿拉伯广场,8,正阳南小区,102103727317,2室1厅,47.8,道外,简装,66.0,否,否,8
板楼,南北,南岗会展商圈,8,闽江小区,102103933389,3室1厅,138,道外,精装,155.0,否,否,8
板楼,南北,南十四道街商圈,9,太古小区,102103825152,2室1厅,38.8,道外,简装,53.0,否,否,9
板楼,南北,先锋路商圈,7,泰富长安城一期,102103165627,3室1厅,33,道外,简装,82.0,否,否,7
板楼,南北,玛克威,8,轩辕小区,102103832974,3室2厅,50,道外,精装,112.0,否,否,8
板楼,南,南马校,9,南马小区,102101612501,2室1厅,29.8,道外,简装,45.0,否,否,9
板楼,东西,阿拉伯广场,8,长兴街,102103129195,2室1厅,50,道外,简装,79.0,否,否,8
板楼,南北,南十四道街商圈,7,世纪龙滨,102101677864,2室1厅,29.8,道外,简装,93.0,否,否,7
板楼,西,玛克威,45,方远滨江国际B区,102101107784,1室1厅,87,道外,精装,58.0,否,否,45
板楼,东西,玛克威,30,滨江新城好民居,102101859966,3室1厅,158,道外,精装,126.0,否,否,30
板楼,东西,哈东站商圈,8,小北树六道街15号,102102474101,3室1厅,45,道外,简装,74.0,否,否,8
板楼,东西,太平商圈,8,红河一街区,102103902064,3室1厅,80,道外,简装,92.0,是,否,8
板楼,东西北,阿拉伯广场,17,北兴教育园B区,102103134756,3室1厅,144.6,道外,精装,143.0,否,否,17
板楼,南北,玛克威,7,轩辕小区,102103735100,2室1厅,88.8,道外,精装,116.0,否,否,7
板楼,东西,先锋路商圈,8,红平小区,102103808948,3室1厅,72,道外,简装,93.0,否,否,8
平房,南北,太平商圈,8,大业小区,102103455111,3室1厅,73.8,道外,简装,91.0,是,否,8
板楼,南北,南岗会展商圈,11,泰鑫国典,102103213271,2室2厅,220,道外,简装,125.0,否,否,11
板楼,南北,先锋路商圈,7,长安城,102103058754,3室2厅,107,道外,精装,118.0,否,否,7
板楼,东南,南岗会展商圈,7,泰山小区,102101894812,3室1厅,115,道外,简装,117.0,否,否,7
板楼,东西北,南岗会展商圈,31,悦山国际一期,102102556466,2室1厅,168,道外,精装,131.0,否,否,31
板楼,南北,靖宇公园,7,东北新街,102103893456,3室1厅,53.8,道外,简装,67.0,否,否,7
板楼,东西,先锋路商圈,22,龙信家园,102102679236,3室2厅,110,道外,精装,133.0,否,否,22
板楼,南,太古商圈,8,太古新天地,102103205488,2室1厅,57,道外,简装,59.0,否,否,8
板楼,西北,兆麟校,32,宝宇天邑澜湾,102102804438,2室2厅,215,道外,精装,103.0,否,否,32
板楼,东南北,太古商圈,18,太古新天地,102100759736,3室1厅,116,道外,精装,110.0,否,否,18
板楼,南北,船舶军工,8,永平小区,102104164114,2室1厅,85,道外,简装,110.0,是,否,8
板楼,东西,阿拉伯广场,8,南十道街,102104144036,2室1厅,41.8,道外,简装,51.0,否,否,8
板楼,西北,先锋路商圈,32,生活汇,102104109617,2室1厅,86,道外,毛坯,99.0,否,否,32
板楼,东西,玛克威,24,滨江新城好民居,102104162514,2室1厅,95,道外,简装,102.0,是,否,24
板楼,南北,玛克威,7,滨江凤凰城,102104163632,2室1厅,60,道外,精装,63.0,否,否,7
板楼,南北,先锋路商圈,8,红旗小区（淮河路）,102104152010,2室1厅,38.5,道外,简装,51.0,否,否,8
板楼,东西,先锋路商圈,7,嵩山小区,102104148916,1室1厅,69,道外,简装,80.0,否,否,7
板楼,东西,先锋路商圈,7,嵩山小区,102104159271,2室1厅,45,道外,简装,91.0,否,否,7
板楼,东,哈东站商圈,8,南棵绿荫小区二期,102104168476,2室1厅,58,道外,简装,68.0,是,否,8
板楼,南北,哈东站商圈,7,南棵绿荫小区一期,102104165768,2室1厅,108,道外,精装,120.0,是,否,7
板楼,南北,先锋路商圈,7,宏伟嘉园南区,102104165273,2室2厅,95.8,道外,简装,126.0,否,否,7
板楼,西,太平商圈,7,维也纳河畔新城,102104157065,2室1厅,52,道外,精装,60.0,是,否,7
板楼,西,太平商圈,8,沃华水岸,102104128706,2室1厅,68,道外,简装,64.0,是,否,8
板楼,西,先锋路商圈,7,和平小区,102104165817,2室1厅,32.8,道外,简装,46.0,否,否,7
板楼,东,先锋路商圈,6,长安城,102104170112,1室1厅,35,道外,精装,43.0,否,否,6
板塔结合,南北,太平商圈,17,蓝筹七彩阳光小区,102104157557,2室1厅,126,道外,简装,106.0,是,否,17
板塔结合,东西,太平商圈,6,蓝筹七彩阳光小区,102104158136,2室1厅,83,道外,简装,77.0,是,否,6
板楼,北南,南岗会展商圈,7,会展家园小区,102104152342,2室1厅,94,道外,精装,115.0,否,否,7
板楼,南北,先锋路商圈,7,红城小区,102104126447,3室1厅,86,道外,精装,136.0,否,否,7
板楼,东西,太平商圈,7,维也纳河畔新城,102104158419,2室1厅,48,道外,简装,49.0,是,否,7
板楼,南北,南马校,7,西开原二道街,102104128655,2室1厅,79.8,道外,精装,88.0,否,否,7
板楼,西,先锋路商圈,7,宏伟嘉园南区,102104162525,2室1厅,53.8,道外,简装,62.0,否,否,7
板塔结合,东,先锋路商圈,8,红旗小区（淮河路）,102104145186,2室1厅,55.8,道外,精装,59.0,否,否,8
板楼,南,靖宇公园,28,滨港水岸C区,102104150682,2室1厅,57.8,道外,简装,59.0,否,否,28
板楼,南北,玛克威,7,东方红小区,102103092215,2室1厅,125,道外,精装,145.0,否,否,7
板楼,东北,太平商圈,28,校园小区,102102022622,2室1厅,94.5,道外,精装,105.0,是,否,28
板楼,南北西,先锋路商圈,8,红旗小区（淮河路）,102103535705,3室1厅,59,道外,简装,121.0,否,否,8
板楼,东,玛克威,7,轩辕小区,102103575795,2室1厅,34.8,道外,简装,59.0,否,否,7
板楼,南北,太平商圈,8,宏南小区,102102581792,2室1厅,65,道外,简装,87.0,是,否,8
板楼,东西,先锋路商圈,7,红平小区,102102045848,3室1厅,92,道外,简装,130.0,否,否,7
板楼,南北,玛克威,8,滨江凤凰城,102104149812,2室1厅,73,道外,简装,69.0,否,否,8
板楼,南北,船舶军工,7,永平小区,102104151157,2室1厅,85,道外,精装,107.0,是,否,7
板楼,南北,太平商圈,7,绿化小区,102104164922,2室1厅,43,道外,简装,71.0,是,否,7
板塔结合,南北,太平商圈,18,蓝筹七彩阳光小区,102104148241,2室1厅,132,道外,简装,98.0,是,否,18
板楼,南北,太平商圈,7,黎华小区,102104106050,2室2厅,101,道外,简装,144.0,是,否,7
暂无数据,南北,哈东站商圈,6,龙江小区,102104141015,2室1厅,26,道外,简装,52.0,否,否,6
板楼,西南,玛克威,7,滨江凤凰城,102104139224,1室1厅,49,道外,简装,53.0,否,否,7
板楼,南,船舶军工,7,新乐小区,102104149559,2室1厅,35,道外,精装,41.0,是,否,7
板楼,东西,船舶军工,7,永平小区,102104151495,2室1厅,72,道外,精装,88.0,是,否,7
板楼,南北,南十四道街商圈,7,北兴教育园,102104160956,2室1厅,85,道外,简装,82.0,否,否,7
板楼,南北,靖宇公园,25,江尚逸品,102104158606,2室1厅,120,道外,精装,118.0,否,否,25
板楼,东西,花鸟鱼市场,7,北头道街,102104098865,2室1厅,92,道外,简装,100.0,否,否,7
板楼,西,玛克威,7,荟芳里小区,102104159300,2室1厅,32,道外,简装,46.0,否,否,7
板楼,南,玛克威,18,滨江新城好民居,102104159912,2室1厅,57,道外,简装,57.0,是,否,18
板楼,南北东,太平商圈,8,沃华水岸,102104098990,3室1厅,68,道外,简装,87.0,是,否,8
板塔结合,西东,南十四道街商圈,7,保障华庭小区,102104157656,2室1厅,48,道外,精装,51.0,否,否,7
板楼,南北,哈东站商圈,8,南棵绿荫小区二期,102104162249,2室1厅,77,道外,精装,83.0,是,否,8
板楼,西,太平商圈,8,红河七街区,102104161378,2室1厅,49,道外,简装,47.0,是,否,8
板楼,南北,先锋路商圈,15,富达蓝山,102104157356,2室1厅,98,道外,精装,80.0,否,否,15
板楼,东南北,先锋路商圈,19,远大中央公园,102104110475,3室2厅,194,道外,简装,145.0,否,否,19
板楼,南,先锋路商圈,5,嵩山小区,102104162272,2室1厅,60,道外,简装,63.0,否,否,5
板楼,南北,太平商圈,7,黎华小区,102104156070,2室1厅,45,道外,简装,57.0,是,否,7
板楼,南北,玛克威,7,集良街,102104158307,2室1厅,24.8,道外,简装,41.0,否,否,7
板楼,南北,太平商圈,16,校园小区,102104150618,1室1厅,105,道外,精装,94.0,是,否,16
板塔结合,东,先锋路商圈,8,红旗小区（淮河路）,102104164441,2室1厅,49.8,道外,简装,68.0,否,否,8
板楼,南,玛克威,19,滨江新城好民居,102104144812,2室1厅,67,道外,简装,63.0,是,否,19
板楼,南北西,承德广场,16,好旺达公寓,102104132727,2室1厅,128,道外,简装,129.0,否,否,16
板楼,西北,先锋路商圈,32,生活汇,102104109617,2室1厅,86,道外,毛坯,99.0,否,否,32
板塔结合,南北,太平商圈,17,蓝筹七彩阳光小区,102104157557,2室1厅,126,道外,简装,106.0,是,否,17
板塔结合,东西,太平商圈,6,蓝筹七彩阳光小区,102104158136,2室1厅,83,道外,简装,77.0,是,否,6
板楼,南北东,哈东站商圈,8,南棵绿荫小区二期,102104138072,2室1厅,74,道外,精装,86.0,是,否,8
板塔结合,东西,先锋路商圈,7,红旗小区（淮河路）,102104150049,2室1厅,52,道外,简装,67.0,否,否,7
板楼,南,南马校,8,西开原二道街,102104141756,1室1厅,38,道外,简装,48.0,否,否,8
板楼,西,船舶军工,8,大方里小区,102104149602,2室1厅,33.5,道外,简装,48.0,否,否,8
板楼,西,先锋路商圈,7,和平小区,102104138496,1室1厅,39.5,道外,精装,43.0,否,否,7
板楼,南,船舶军工,5,大方里小区,102104134706,2室1厅,36,道外,简装,51.0,否,否,5
板楼,南北,玛克威,7,滨江凤凰城,102104134118,2室1厅,51,道外,简装,51.0,否,否,7
板楼,东西,阿拉伯广场,7,鸿基名苑,102104116452,2室1厅,64.8,道外,简装,54.0,否,否,7
板楼,南北,先锋路商圈,7,红平小区,102104155636,2室1厅,63.5,道外,精装,73.0,否,否,7
板楼,南,靖宇公园,32,青年城邦小区,102104145735,2室1厅,88,道外,精装,75.0,否,否,32
暂无数据,西南,南十四道街商圈,8,南七道街,102104142669,2室1厅,41,道外,简装,56.0,否,否,8
板塔结合,南,靖宇公园,32,青年城邦小区,102104134270,1室1厅,62,道外,精装,47.0,否,否,32
板楼,东西,太平商圈,7,红河五街区,102104110933,3室1厅,77,道外,简装,94.0,是,否,7
板楼,东西,先锋路商圈,6,药六嘉园,102104129175,3室2厅,120,道外,精装,176.0,否,否,6
板塔结合,南,靖宇公园,32,青年城邦小区,102104096685,2室1厅,89.5,道外,精装,72.0,否,否,32
板楼,东西,太平商圈,7,平湖小区,102104134254,2室1厅,34,道外,简装,59.0,否,否,7
板楼,西,哈东站商圈,7,哈东新区,102104143555,2室1厅,41,道外,毛坯,59.0,否,否,7
板楼,西,太平商圈,7,松电小区,102104154985,1室1厅,28,道外,简装,41.0,是,否,7
板楼,东西,先锋路商圈,8,昆仑小区,102104161054,2室1厅,85.8,道外,简装,109.0,否,否,8
板楼,东西,玛克威,7,东方红小区,102104148448,2室1厅,88.8,道外,精装,106.0,否,否,7
板塔结合,东西,先锋路商圈,7,红旗小区（淮河路）,102104150108,2室1厅,120,道外,简装,94.0,否,否,7
板塔结合,南北,太平商圈,18,上和城,102104122390,3室2厅,210,道外,精装,179.0,是,否,18
板楼,东西,南十四道街商圈,9,太古小区,102104132786,2室1厅,45.8,道外,精装,52.0,否,否,9
板楼,西,先锋路商圈,7,教工小区,102104140564,1室1厅,28.8,道外,精装,36.0,否,否,7
板塔结合,南北,先锋路商圈,8,红旗小区（淮河路）,102104150584,2室1厅,73,道外,精装,101.0,否,否,8
板楼,南北,哈东站商圈,8,南直小区,102104167253,2室1厅,29,道外,简装,50.0,否,否,8
板楼,东西,玛克威,8,滨江凤凰城,102104151137,1室1厅,67,道外,精装,68.0,否,否,8
板楼,南北,哈东站商圈,7,春江小区,102104153249,2室1厅,53.5,道外,简装,75.0,否,否,7
板楼,南北,南十四道街商圈,8,南七道街,102104098974,2室1厅,50,道外,简装,63.0,否,否,8
板楼,南北,太平商圈,8,红河一街区,102104143588,2室1厅,82,道外,简装,88.0,是,否,8
板楼,南,南马校,8,东开原街,102104142051,2室1厅,35,道外,简装,43.0,否,否,8
板楼,南,先锋路商圈,16,柏悦星城,102104130436,1室1厅,90,道外,精装,72.0,否,否,16
板塔结合,南北,玛克威,8,北新街,102104145183,2室1厅,58.7,道外,简装,80.0,否,否,8
板楼,南北,靖宇公园,32,青年城邦小区,102104112314,2室1厅,155,道外,精装,118.0,否,否,32
暂无数据,南北,玛克威,7,富锦街,102104142595,2室1厅,42,道外,精装,71.0,否,否,7
塔楼,南,靖宇公园,17,麒麟华府,102104120411,2室1厅,110,道外,精装,125.0,是,否,17
板楼,东西,南马校,7,西开原二道街,102104104281,2室2厅,66.8,道外,精装,89.0,否,否,7
板楼,南北,船舶军工,8,永平小区,102104157591,2室1厅,91,道外,简装,101.0,是,否,8
板楼,南,船舶军工,7,永平小区,102104150023,2室1厅,76,道外,简装,78.0,是,否,7
板楼,东南北,南马校,18,中财雅典城,102104113067,3室1厅,185,道外,精装,143.0,否,否,18
板楼,东,南岗会展商圈,7,闽江小区,102104142942,2室1厅,47,道外,简装,53.0,否,否,7
板楼,东西,哈东站商圈,6,鑫都嘉园,102104136232,2室1厅,58,道外,简装,71.0,否,否,6
板楼,东西,船舶军工,8,大方里小区,102104142370,2室1厅,42,道外,简装,62.0,否,否,8
板楼,南北,先锋路商圈,7,红平小区,102104145858,2室1厅,69.8,道外,其他,74.0,否,否,7
板楼,南北,船舶军工,8,大方里小区,102104158218,2室1厅,37.5,道外,精装,50.0,是,否,8
板塔结合,东西,先锋路商圈,7,红旗小区（淮河路）,102104150049,2室1厅,52,道外,简装,67.0,否,否,7
板楼,南,南马校,8,西开原二道街,102104141756,1室1厅,38,道外,简装,48.0,否,否,8
板楼,西,先锋路商圈,7,教工小区,102104140564,1室1厅,28.8,道外,精装,36.0,否,否,7
板楼,东西,南十四道街商圈,9,太古小区,102104132786,2室1厅,45.8,道外,精装,52.0,否,否,9
板楼,西,船舶军工,8,大方里小区,102104149602,2室1厅,33.5,道外,简装,48.0,否,否,8
板塔结合,南西北,兆麟校,29,东升江畔,102104116233,2室2厅,265,道外,精装,132.0,否,否,29
板楼,南北东,景阳商城南极市场,31,南极国际,102104115289,2室1厅,188,道外,精装,128.0,否,否,31
板楼,南北,景阳商城南极市场,31,南极国际,102104116689,2室2厅,168,道外,精装,116.0,否,否,31
板楼,南西,南岗会展商圈,7,泰山小区,102104104708,3室1厅,147,道外,精装,115.0,否,否,7
板楼,北,太古商圈,8,南五道街,102104142261,1室1厅,17,道外,简装,35.0,否,否,8
板楼,东南北,先锋路商圈,29,远大中央公园,102104126697,4室2厅,240,道外,精装,160.0,否,否,29
板楼,南北,南十四道街商圈,7,德胜街,102104151609,2室1厅,50,道外,精装,70.0,否,否,7
板楼,西,先锋路商圈,7,和平小区,102104138496,1室1厅,39.5,道外,精装,43.0,否,否,7
板楼,东西南,玛克威,24,滨江新城好民居,102104126536,3室2厅,125,道外,精装,135.0,是,否,24
板楼,南北,先锋路商圈,32,尚东辉煌城,102104109530,3室2厅,95,道外,精装,132.0,否,否,32
板楼,西,先锋路商圈,8,和平小区,102103189068,1室1厅,39,道外,简装,57.0,否,否,8
板楼,南北,太平商圈,7,黑龙江工程学院家属楼,102103200104,2室1厅,35,道外,简装,44.0,是,否,7
板楼,南,先锋路商圈,7,报达文化商住小区,102103067438,2室1厅,47.8,道外,简装,57.0,否,否,7
板楼,南,太平商圈,26,双龙绿色家园,102104006201,2室2厅,120,道外,简装,115.0,是,否,26
板楼,南西,先锋路商圈,7,淮河小区,102100867640,3室1厅,90,道外,简装,143.0,否,否,7
板塔结合,南,靖宇公园,32,青年城邦小区,102103383072,1室1厅,43.8,道外,简装,43.0,否,否,32
板楼,南北,南十四道街商圈,8,保障华庭小区,102103214507,2室1厅,19.8,道外,简装,48.0,否,否,8
板楼,南北,先锋路商圈,15,富达蓝山,102103706910,2室1厅,110,道外,毛坯,100.0,否,否,15
板楼,北南,先锋路商圈,12,龙信家园,102102179407,6室4厅,189,道外,精装,286.0,否,否,12
板楼,西,船舶军工,7,新乐小区,102104123301,1室0厅,25,道外,简装,35.0,是,否,7
板塔结合,南北,先锋路商圈,8,红旗小区（淮河路）,102104107362,2室1厅,46,道外,简装,51.0,否,否,8
板楼,南北,南十四道街商圈,8,南九道街,102104126802,1室1厅,43.5,道外,精装,49.0,否,否,8
板楼,南,阿拉伯广场,8,正阳南小区,102103203703,1室0厅,35,道外,简装,44.0,否,否,8
板楼,南北,南岗会展商圈,6,闽江小区,102102560492,2室1厅,91.8,道外,毛坯,79.0,否,否,6
板楼,南,哈东站商圈,7,南棵绿荫小区一期,102102564608,2室1厅,64.5,道外,精装,69.0,是,否,7
板塔结合,南北,兆麟校,39,宝宇天邑澜湾,102103781695,4室2厅,920,道外,毛坯,490.0,否,否,39
暂无数据,东,哈东站商圈,18,桦树家园,102104113124,2室1厅,47.4,道外,毛坯,56.0,是,否,18
板塔结合,南北,先锋路商圈,8,红旗小区（淮河路）,102104109621,2室1厅,33,道外,简装,59.0,否,否,8
板楼,北南,太平商圈,8,信用小区,102104132469,2室1厅,43,道外,简装,48.0,是,否,8
板楼,西,哈东站商圈,7,南棵绿荫小区一期,102103468367,2室1厅,49.8,道外,简装,63.0,是,否,7
板楼,南北,先锋路商圈,6,药六嘉园,102103119567,2室1厅,122,道外,精装,100.0,否,否,6
板楼,南北,先锋路商圈,7,长安城,102100944148,2室1厅,39,道外,精装,75.0,否,否,7
板楼,南,哈东站商圈,8,桦树小区C区,102104127306,2室1厅,55.8,道外,简装,67.0,是,否,8
板楼,南西,先锋路商圈,7,红河八街区,102104101111,2室1厅,98,道外,精装,140.0,否,否,7
板塔结合,东西,先锋路商圈,9,红旗小区（淮河路）,102104109284,2室1厅,27,道外,简装,43.0,否,否,9
板楼,东西,太平商圈,7,华北小区,102104127879,2室1厅,48,道外,简装,72.0,是,否,7
板楼,东西,先锋路商圈,7,报达文化商住小区,102102563401,2室1厅,93.5,道外,简装,115.0,否,否,7
板楼,西南东,先锋路商圈,7,红河八街区,102103243197,2室1厅,103,道外,简装,115.0,否,否,7
板楼,东西,南十四道街商圈,8,南七道街,102103791789,2室1厅,36.5,道外,简装,44.0,否,否,8
板楼,南北,太平商圈,7,松电小区,102102975514,2室1厅,85,道外,简装,91.0,是,否,7
板楼,南,先锋路商圈,8,红平小区,102104111265,1室1厅,32.8,道外,简装,36.0,否,否,8
板楼,东西北,哈东站商圈,7,南棵二道街,102104135020,2室1厅,43,道外,简装,68.0,是,否,7
板楼,西东,阿拉伯广场,8,长春街,102103810597,1室1厅,22.8,道外,精装,31.0,否,否,8
板塔结合,南,靖宇公园,32,青年城邦小区,102102219651,1室1厅,54.4,道外,毛坯,46.0,否,否,32
板楼,南北,太平商圈,7,如意雅居,102104098144,3室1厅,136,道外,简装,130.0,是,否,7
板楼,南西,靖宇公园,32,青年城邦小区,102104107333,2室1厅,102,道外,精装,87.0,否,否,32
板楼,南北,太平商圈,7,新江桥小区,102104133961,1室1厅,38,道外,简装,46.0,是,否,7
板楼,南,船舶军工,8,大方里小区,102103544138,2室1厅,56,道外,简装,76.0,否,否,8
板楼,西,船舶军工,8,大方里小区,102101869204,1室1厅,21.8,道外,简装,34.0,否,否,8
板楼,南北,南岗会展商圈,7,泰山小区,102102556406,2室1厅,117,道外,简装,98.0,否,否,7
板楼,西北,玛克威,30,滨江新城好民居,102104135599,1室1厅,88,道外,精装,70.0,否,否,30
板楼,南北,南十四道街商圈,8,承德街,102103347174,2室1厅,27.5,道外,简装,54.0,否,否,8
板楼,西,哈东站商圈,8,三机小区,102103605451,2室1厅,47.9,道外,简装,68.0,否,否,8
板楼,西北,花鸟鱼市场,24,观澜宝坻,102104105114,2室1厅,149,道外,精装,111.0,否,否,24
板楼,东西,靖宇公园,7,航运住宅小区,102104113369,3室1厅,61.5,道外,简装,110.0,否,否,7
板楼,东西,阿拉伯广场,8,正阳南小区,102104135908,2室1厅,39.8,道外,简装,53.0,否,否,8
板楼,南北,南岗会展商圈,32,悦山国际一期,102102212478,2室1厅,145,道外,精装,99.0,否,否,32
板楼,南北东,先锋路商圈,7,昆仑小区,102103313410,2室1厅,68,道外,简装,77.0,否,否,7
