ID,标题,街道,商圈,户型介绍,关注\发布,标签,总价,单价
102104137148,房子南北通透地点好，交通便利，视野好配套全必看好房,民建巷    ,  菜艺商圈 ,3室2厅 | 131.11平米 | 北 南 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 7天以前发布,VR房源随时看房,74.8万,5706元/平米
102103808885,鲁商松江新城 好楼层两室明厅 精装修必看好房,鲁商·松江新城    ,  哈南商圈 ,2室1厅 | 94平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,6人关注 / 3个月以前发布,VR看装修随时看房,138.8万,14766元/平米
102103720448,两室明厅，南北卧室，视野宽阔，采光充足必看好房,石化楼    ,  阿城商圈 ,2室1厅 | 92.1平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,VR房源随时看房,39.8万,4322元/平米
102104000348,安埠小区 两室 楼层好 拎包入住必看好房,安埠小区南区    ,  安埠商圈 ,2室1厅 | 54.1平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,3人关注 / 1个月以前发布,VR房源随时看房,48万,8873元/平米
102102142732,L室一厅 精装修 视野好 无冷无挡 拎包即住必看好房,华润中央公园    ,  动力区 ,2室1厅 | 95.47平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,28人关注 / 一年前发布,VR看装修随时看房,130万,13617元/平米
102103776955,二楼南北 两室一厅 2007年必看好房,蓝盾家园    ,  安埠商圈 ,2室1厅 | 42平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,VR看装修随时看房,33.8万,8048元/平米
102103793663,桦树街哈东找地铁口全天市场繁华地段必看好房,桦树街    ,  太平商圈 ,2室1厅 | 64平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,6人关注 / 3个月以前发布,近地铁VR看装修随时看房,51.5万,8047元/平米
102103273241,小两室格局好 采光视野好 地铁口 诚心出售 出行便利必看好房,锦绣华城    ,  哈南商圈 ,2室1厅 | 69.36平米 | 南 | 简装 | 高楼层(共28层)  | 板楼,5人关注 / 7个月以前发布,VR看装修随时看房,78万,11246元/平米
102102517554,道里顾乡凯德康安家园小区，位置好 中间楼层  环境好必看好房,康安家园    ,  哈西商圈 ,2室1厅 | 102平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,20人关注 / 一年前发布,VR看装修随时看房,86万,8432元/平米
102103471450,哈西南开华府封闭式小区小区道路合理哈西花园必看好房,南开华府    ,  哈西商圈 ,2室1厅 | 105平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 板楼,27人关注 / 6个月以前发布,VR看装修随时看房,118万,11239元/平米
102103997878,顾乡海富康城 A区坡上二楼好位置 家装两室大明厅必看好房,海富康城    ,  群力新区 ,2室1厅 | 98.79平米 | 南 北 | 精装 | 低楼层(共7层)  | 板塔结合,4人关注 / 1个月以前发布,VR房源随时看房,105万,10629元/平米
102102970236,此房没有大税，没有尾贷，精装修，看房方便，诚心出售必看好房,奥林小镇    ,  松北世贸大道 ,3室2厅 | 107平米 | 东 南 西 | 精装 | 低楼层(共18层)  | 板楼,14人关注 / 9个月以前发布,VR看装修随时看房,90万,8412元/平米
102103538968,两室明厅 南北朝向 通透户型 婚装 不顶层必看好房,钢铁街住宅小区    ,  建国公园 ,2室1厅 | 75.63平米 | 南 北 | 精装 | 高楼层(共8层)  | 板塔结合,9人关注 / 5个月以前发布,VR看装修随时看房,49.8万,6585元/平米
102103227940,恒大锦苑 环境好 户型好 楼层好 房主诚意出售必看好房,恒大锦苑    ,  松北世贸大道 ,1室1厅 | 64.4平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,3人关注 / 7个月以前发布,VR看装修随时看房,75万,11646元/平米
102102879321,小区环境好，视野好，采光好，小区设施齐全。必看好房,万达华园    ,  松北世贸大道 ,2室1厅 | 92.05平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 10个月以前发布,VR看装修随时看房,110万,11951元/平米
102103776955,二楼南北 两室一厅 2007年必看好房,蓝盾家园    ,  安埠商圈 ,2室1厅 | 42平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,VR看装修随时看房,33.8万,8048元/平米
102103793663,桦树街哈东找地铁口全天市场繁华地段必看好房,桦树街    ,  太平商圈 ,2室1厅 | 64平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,6人关注 / 3个月以前发布,近地铁VR看装修随时看房,51.5万,8047元/平米
102104000348,安埠小区 两室 楼层好 拎包入住必看好房,安埠小区南区    ,  安埠商圈 ,2室1厅 | 54.1平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,3人关注 / 1个月以前发布,VR房源随时看房,48万,8873元/平米
102103273241,小两室格局好 采光视野好 地铁口 诚心出售 出行便利必看好房,锦绣华城    ,  哈南商圈 ,2室1厅 | 69.36平米 | 南 | 简装 | 高楼层(共28层)  | 板楼,5人关注 / 7个月以前发布,VR看装修随时看房,78万,11246元/平米
102102963892,征仪路花园小区a区 南北通透 采光好 楼层好必看好房,征仪路花园小区A区西区    ,  哈西商圈 ,2室2厅 | 103.4平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,4人关注 / 9个月以前发布,VR看装修随时看房,86.5万,8366元/平米
102102517554,道里顾乡凯德康安家园小区，位置好 中间楼层  环境好必看好房,康安家园    ,  哈西商圈 ,2室1厅 | 102平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,20人关注 / 一年前发布,VR看装修随时看房,86万,8432元/平米
102102142732,L室一厅 精装修 视野好 无冷无挡 拎包即住必看好房,华润中央公园    ,  动力区 ,2室1厅 | 95.47平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,28人关注 / 一年前发布,VR看装修随时看房,130万,13617元/平米
102103817170,哈西芯，名校旁，商圈地铁，配套完善必看好房,爱达·九溪    ,  哈西商圈 ,2室2厅 | 115.93平米 | 南 北 | 毛坯 | 33层  | 板楼,2人关注 / 3个月以前发布,近地铁VR房源随时看房,175万,15096元/平米
102103467192,此房满五唯一，格局板正，交通便利，生活配套成熟必看好房,果园星城D区    ,  安埠商圈 ,2室1厅 | 52.4平米 | 南 | 简装 | 中楼层(共8层)  | 板塔结合,2人关注 / 6个月以前发布,VR看装修随时看房,46万,8779元/平米
102103647739,房子南向格局好、户型好、交通便利、必看好房,联草街社区    ,  动力区 ,2室1厅 | 51平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,3人关注 / 4个月以前发布,VR看装修随时看房,33.5万,6569元/平米
102103908824,美晨家园两室一厅 南北通透 满五年 看房提前联系必看好房,美晨家园    ,  顾乡大街 ,2室1厅 | 70平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,VR房源随时看房,73万,10429元/平米
102103753380,南平街 2室0厅 南必看好房,南平街    ,  承德广场 ,2室0厅 | 47平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 3个月以前发布,VR看装修随时看房,37.5万,7979元/平米
102103952230,西开源头道街，近道理，南马，景阳商城，南极商城必看好房,西开原头道街    ,  南马校 ,2室1厅 | 48.9平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,VR看装修随时看房,41.5万,8487元/平米
102103601572,繁华地段 标准户型 小区绿化好 交通便利必看好房,金海新区    ,  阿城商圈 ,2室1厅 | 85平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,5人关注 / 5个月以前发布,VR看装修随时看房,37万,4353元/平米
102103387280,地理位置好，商圈配套成熟，封闭式小区，可公积金必看好房,盟科观邸    ,  船舶军工 ,2室2厅 | 93平米 | 西北 | 简装 | 中楼层(共28层)  | 板塔结合,6人关注 / 6个月以前发布,VR房源随时看房,117万,12581元/平米
102103755429,南北通透 两室明厅 砖石楼层 出行便利 无冷不挡必看好房,南棵绿荫小区三期    ,  哈东站商圈 ,2室1厅 | 74平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,6人关注 / 3个月以前发布,VR看装修随时看房,62万,8379元/平米
102103835454,环境优雅 室内光线好 成熟小区 小区内各种健身器材。必看好房,金洋馨苑    ,  阿城商圈 ,1室1厅 | 54.14平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,VR看装修随时看房,30.8万,5689元/平米
102103984844,河畔花园小区 2室1厅 南 西必看好房,河畔花园小区    ,  动力区 ,2室1厅 | 60平米 | 南 西 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,VR房源随时看房,49.8万,8300元/平米
102103915809,塞纳维拉小区，一室一厅，房主诚心出售，价格可谈。必看好房,滨才城四期    ,  哈尔滨新区 ,1室1厅 | 54.58平米 | 西 东 | 其他 | 低楼层(共6层)  | 板楼,3人关注 / 1个月以前发布,VR看装修随时看房,35万,6413元/平米
102102306271,哈西  爱达88 二室一厅  房主人很好必看好房,爱达    ,  哈西商圈 ,2室1厅 | 90.16平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,14人关注 / 一年前发布,VR看装修随时看房,143万,15861元/平米
102103847529,低于市场价5万 建国街4楼南向全天采光 地理位置优越必看好房,建国街    ,  建国公园 ,1室1厅 | 38.09平米 | 南 | 其他 | 中楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,VR房源随时看房,32.5万,8533元/平米
102103678220,顺 迈 校 利 民 一 中 校 区 精装修 设施齐必看好房,富佳新天地    ,  哈尔滨新区 ,2室1厅 | 64平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,4人关注 / 4个月以前发布,VR看装修随时看房,49.8万,7782元/平米
102103471450,哈西南开华府封闭式小区小区道路合理哈西花园必看好房,南开华府    ,  哈西商圈 ,2室1厅 | 105平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 板楼,27人关注 / 6个月以前发布,VR看装修随时看房,118万,11239元/平米
102103846239,康宁小区 2室1厅 南 北必看好房,康宁小区    ,  仪兴商圈 ,2室1厅 | 54平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,1人关注 / 2个月以前发布,近地铁VR房源随时看房,48万,8889元/平米
102103774512,民生国际一室一厅，随时看房，格局好必看好房,民生国际    ,  省医院商圈 ,1室1厅 | 56平米 | 西 | 精装 | 中楼层(共31层)  | 板楼,7人关注 / 3个月以前发布,VR看装修随时看房,65万,11608元/平米
102103236448,安埠商圈 老香坊 无遮挡 无冷山 交通便利地处繁华必看好房,龙跃金水湾    ,  安埠商圈 ,2室1厅 | 70平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,5人关注 / 7个月以前发布,VR看装修随时看房,85万,12143元/平米
102102879321,小区环境好，视野好，采光好，小区设施齐全。必看好房,万达华园    ,  松北世贸大道 ,2室1厅 | 92.05平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 10个月以前发布,VR看装修随时看房,110万,11951元/平米
102102963892,征仪路花园小区a区 南北通透 采光好 楼层好必看好房,征仪路花园小区A区西区    ,  哈西商圈 ,2室2厅 | 103.4平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,4人关注 / 9个月以前发布,VR看装修随时看房,86.5万,8366元/平米
102103467192,此房满五唯一，格局板正，交通便利，生活配套成熟必看好房,果园星城D区    ,  安埠商圈 ,2室1厅 | 52.4平米 | 南 | 简装 | 中楼层(共8层)  | 板塔结合,2人关注 / 6个月以前发布,VR看装修随时看房,46万,8779元/平米
102103817170,哈西芯，名校旁，商圈地铁，配套完善必看好房,爱达·九溪    ,  哈西商圈 ,2室2厅 | 115.93平米 | 南 北 | 毛坯 | 33层  | 板楼,2人关注 / 3个月以前发布,近地铁VR房源随时看房,175万,15096元/平米
102103647739,房子南向格局好、户型好、交通便利、必看好房,联草街社区    ,  动力区 ,2室1厅 | 51平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,3人关注 / 4个月以前发布,VR看装修随时看房,33.5万,6569元/平米
102103813384,亚麻小区，西向，3楼，精装修拎包就住。售价63万。必看好房,亚麻小区    ,  省医院商圈 ,1室1厅 | 39平米 | 西 | 精装 | 中楼层(共7层)  | 板楼,11人关注 / 3个月以前发布,VR看装修随时看房,61万,15642元/平米
102103776166,新发小区 使用30米 楼下便是公交站 精装修必看好房,新发小区B区    ,  新发小区大润发 ,2室1厅 | 42平米 | 北 东 | 其他 | 中楼层(共8层)  | 板楼,6人关注 / 3个月以前发布,VR看装修随时看房,33万,7858元/平米
102103755429,南北通透 两室明厅 砖石楼层 出行便利 无冷不挡必看好房,南棵绿荫小区三期    ,  哈东站商圈 ,2室1厅 | 74平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,6人关注 / 3个月以前发布,VR看装修随时看房,62万,8379元/平米
102103993414,松浦观江国际A区精装修南北正向无遮挡采光好必看好房,松浦·观江国际A区    ,  哈尔滨新区 ,2室1厅 | 122.72平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 1个月以前发布,VR房源随时看房,135万,11001元/平米
102103835454,环境优雅 室内光线好 成熟小区 小区内各种健身器材。必看好房,金洋馨苑    ,  阿城商圈 ,1室1厅 | 54.14平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,VR看装修随时看房,30.8万,5689元/平米
102103744031,本房有车位，交通方便，配套齐全 看房随时 小区环境好必看好房,万达华园    ,  松北世贸大道 ,2室1厅 | 90.03平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,11人关注 / 3个月以前发布,VR看装修随时看房,122万,13552元/平米
102103753380,南平街 2室0厅 南必看好房,南平街    ,  承德广场 ,2室0厅 | 47平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 3个月以前发布,VR看装修随时看房,37.5万,7979元/平米
102103984844,河畔花园小区 2室1厅 南 西必看好房,河畔花园小区    ,  动力区 ,2室1厅 | 60平米 | 南 西 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,VR房源随时看房,49.8万,8300元/平米
102103908824,美晨家园两室一厅 南北通透 满五年 看房提前联系必看好房,美晨家园    ,  顾乡大街 ,2室1厅 | 70平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,VR房源随时看房,73万,10429元/平米
102103601572,繁华地段 标准户型 小区绿化好 交通便利必看好房,金海新区    ,  阿城商圈 ,2室1厅 | 85平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,5人关注 / 5个月以前发布,VR看装修随时看房,37万,4353元/平米
102103915809,塞纳维拉小区，一室一厅，房主诚心出售，价格可谈。必看好房,滨才城四期    ,  哈尔滨新区 ,1室1厅 | 54.58平米 | 西 东 | 其他 | 低楼层(共6层)  | 板楼,3人关注 / 1个月以前发布,VR看装修随时看房,35万,6413元/平米
102103387280,地理位置好，商圈配套成熟，封闭式小区，可公积金必看好房,盟科观邸    ,  船舶军工 ,2室2厅 | 93平米 | 西北 | 简装 | 中楼层(共28层)  | 板塔结合,6人关注 / 6个月以前发布,VR房源随时看房,117万,12581元/平米
102102306271,哈西  爱达88 二室一厅  房主人很好必看好房,爱达    ,  哈西商圈 ,2室1厅 | 90.16平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,14人关注 / 一年前发布,VR看装修随时看房,143万,15861元/平米
102103952230,西开源头道街，近道理，南马，景阳商城，南极商城必看好房,西开原头道街    ,  南马校 ,2室1厅 | 48.9平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,VR看装修随时看房,41.5万,8487元/平米
102103414748,哈西枫蓝国际   两室 中装   格局好 采光好必看好房,枫蓝国际    ,  哈西商圈 ,2室1厅 | 65平米 | 南 | 简装 | 33层  | 板楼,5人关注 / 6个月以前发布,VR看装修随时看房,80万,12308元/平米
102102976490,保利公园九号，中间楼层，精装修两居室，格局方正必看好房,保利公园九号    ,  松北世贸大道 ,2室2厅 | 74.4平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,4人关注 / 9个月以前发布,VR看装修随时看房,89万,11963元/平米
102102521856,漫步巴黎两室明厅 南北通透 8楼 采光好必看好房,漫步·巴黎    ,  工农大街 ,2室1厅 | 93.41平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,11人关注 / 一年前发布,VR看装修随时看房,149万,15952元/平米
102102970236,此房没有大税，没有尾贷，精装修，看房方便，诚心出售必看好房,奥林小镇    ,  松北世贸大道 ,3室2厅 | 107平米 | 东 南 西 | 精装 | 低楼层(共18层)  | 板楼,14人关注 / 9个月以前发布,VR看装修随时看房,90万,8412元/平米
102103553615,南北两室  钻石五楼 无冷不挡 热网 2008年必看好房,盛新领地    ,  安埠商圈 ,2室1厅 | 80.71平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,VR看装修随时看房,78.9万,9776元/平米
102103227940,恒大锦苑 环境好 户型好 楼层好 房主诚意出售必看好房,恒大锦苑    ,  松北世贸大道 ,1室1厅 | 64.4平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,3人关注 / 7个月以前发布,VR看装修随时看房,75万,11646元/平米
102104012514,房子没大税 诚心出售 没尾贷 看房基本随时必看好房,北岸·润和城    ,  松北世贸大道 ,1室1厅 | 42.35平米 | 西 | 毛坯 | 高楼层(共30层)  | 板楼,1人关注 / 31天以前发布,VR房源随时看房,30.8万,7273元/平米
102102462654,极乐小区 三室明厅 使用78米 阳台11米必看好房,极乐小区（哈铁文化住宅小区）    ,  船舶军工 ,3室1厅 | 114.24平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,VR看装修,92万,8054元/平米
102102513879,格局好 视野宽阔 采光充足 配套设施 齐全 交通便利。必看好房,万博豪庭    ,  阿城商圈 ,2室1厅 | 119.3平米 | 南 北 | 精装 | 中楼层(共29层)  | 板楼,13人关注 / 一年前发布,VR看装修,78.5万,6581元/平米
102103757791,富力江湾  一线观江  视野好必看好房,富力江湾新城    ,  群力新区 ,3室2厅 | 186平米 | 东北 | 精装 | 中楼层(共40层)  | 板塔结合,27人关注 / 3个月以前发布,VR看装修,400万,21506元/平米
102103357745,恒大锦院小区 环境优美有证支持贷款必看好房,恒大锦苑    ,  松北世贸大道 ,2室2厅 | 101平米 | 南 北 | 精装 | 低楼层(共31层)  | 板楼,3人关注 / 6个月以前发布,VR看装修,115万,11387元/平米
102103559480,服装城 学府路49号 黑大 地铁口 3室明厅8楼必看好房,省监狱局家属楼学府路49—2号    ,  哈西商圈 ,3室1厅 | 113平米 | 南 北 | 简装 | 高楼层(共8层)  | 板塔结合,5人关注 / 5个月以前发布,近地铁VR看装修,62万,5487元/平米
102103595547,上学方便，地铁一号线，采光好，楼层好必看好房,鲁商凤凰城    ,  哈南商圈 ,3室2厅 | 135平米 | 南 北 | 精装 | 高楼层(共27层)  | 板塔结合,11人关注 / 5个月以前发布,VR看装修,190万,14075元/平米
102103930367,红岩 房子是电梯高层 封闭小区必看好房,八元街    ,  西大桥商圈 ,2室1厅 | 140平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,2人关注 / 1个月以前发布,VR房源,176.8万,12629元/平米
102103843988,爱建卓展商圈南北向无冷不挡简单装修看房方便采光好必看好房,阳明街    ,  公路大桥 ,3室1厅 | 113平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,2人关注 / 2个月以前发布,VR房源,79万,6992元/平米
102103682871,诚心出售，吉售房源，欢迎品鉴！！！必看好房,墅公馆    ,  松北世贸大道 ,3室1厅 | 107平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板楼,11人关注 / 4个月以前发布,VR看装修,80万,7477元/平米
102103591712,汉阳街 l两室明厅 南北通透 封闭小区方便停车必看好房,汉阳街    ,  西大桥商圈 ,2室1厅 | 102.91平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,4人关注 / 5个月以前发布,VR房源,109万,10592元/平米
102102283579,叶知林 一室明厅 电梯房 哈平路地铁 保健路必看好房,叶知林    ,  哈西商圈 ,2室2厅 | 98平米 | 东 南 北 | 精装 | 高楼层(共34层)  | 塔楼,4人关注 / 一年前发布,VR看装修,125万,12756元/平米
102103984711,户型好楼层好装修好看房方便无冷不挡必看好房,宣庆小区    ,  龙塔 ,3室2厅 | 118.68平米 | 东 西 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,VR房源,88.6万,7466元/平米
102103803838,此房满二唯一 封闭小区 封闭管理，两室明厅 电梯必看好房,富丽国际西区    ,  动力区 ,2室1厅 | 110平米 | 南 北 | 其他 | 中楼层(共17层)  | 板楼,2人关注 / 3个月以前发布,VR看装修,99.8万,9073元/平米
102103979460,会展商圈金色莱茵三室明厅看房子方便必看好房,金色莱茵    ,  南岗会展商圈 ,3室2厅 | 191平米 | 南 西 北 | 精装 | 低楼层(共26层)  | 板楼,13人关注 / 1个月以前发布,VR房源,259万,13561元/平米
102103603567,此房通透，楼层好，视野宽阔，采光足，配套齐全必看好房,清真寺小区    ,  阿城商圈 ,2室1厅 | 114平米 | 南 北 | 其他 | 中楼层(共4层)  | 板楼,1人关注 / 5个月以前发布,VR看装修,40万,3509元/平米
102102950974,民香小区 47米多 75.8万 中山必看好房,民香小区    ,  省医院商圈 ,2室1厅 | 47.68平米 | 西 | 简装 | 中楼层(共8层)  | 板楼,6人关注 / 9个月以前发布,VR看装修,74万,15521元/平米
102102820568,八栋楼小区 三室一 厅 南北通透 精装修 拎包入住必看好房,八栋楼小区    ,  菜艺商圈 ,3室1厅 | 113平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 10个月以前发布,VR看装修,115万,10177元/平米
102103857827,中财雅典城 3室1厅 南 北必看好房,中财雅典城    ,  南马校 ,3室1厅 | 152.11平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,2人关注 / 2个月以前发布,VR看装修,175万,11505元/平米
102103951111,89年，楼层好，朝向好，无冷不挡，交通便利必看好房,井街    ,  中央大街 ,2室1厅 | 52平米 | 西北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,VR房源,65万,12500元/平米
102103017292,八栋楼小区  两室明厅优质3楼 楼层好格局好好香一必看好房,八栋楼小区    ,  菜艺商圈 ,2室1厅 | 121.6平米 | 西 北 | 精装 | 中楼层(共7层)  | 板楼,13人关注 / 9个月以前发布,VR看装修,85万,6991元/平米
102102831905,常规看房时间：提前预约随时可看必看好房,华远龙湾    ,  哈尔滨新区 ,3室1厅 | 112平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,9人关注 / 10个月以前发布,VR看装修,72万,6429元/平米
102103844172,金色江湾 电梯高层 视野采光好 看房随时 诚心出售必看好房,金色江湾(松北区)    ,  松北世贸大道 ,3室2厅 | 164平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,VR房源,260万,15854元/平米
102103772820,此房全天采光，不临街不把边，环保精装，诚心售随时看必看好房,鲁商凤凰城    ,  哈南商圈 ,3室1厅 | 96平米 | 南 北 | 精装 | 高楼层(共25层)  | 平房,10人关注 / 3个月以前发布,VR看装修,135万,14063元/平米
102103522784,丁香名苑 两室 格局好 诚心出售 看房子方便必看好房,丁香名苑    ,  建国公园 ,2室1厅 | 71平米 | 南 北 | 其他 | 低楼层(共8层)  | 板楼,4人关注 / 5个月以前发布,VR看装修,69.8万,9831元/平米
102103882191,鲁商凤凰城，铁岭 47中，南北。必看好房,鲁商凤凰城    ,  哈南商圈 ,3室1厅 | 97.67平米 | 南 北 | 精装 | 中楼层(共17层)  | 板塔结合,8人关注 / 1个月以前发布,VR看装修,130万,13311元/平米
102103534400,群力中海寰宇天下三室明厅电梯高层必看好房,中海寰宇天下    ,  群力新区 ,3室1厅 | 113平米 | 南 北 | 毛坯 | 高楼层(共21层)  | 板楼,51人关注 / 5个月以前发布,VR看装修,140万,12390元/平米
102103481272,通站小区 东风 39 两室一厅 中间楼层 格局规整必看好房,通站小区    ,  尚志公园 ,2室1厅 | 49.26平米 | 西 | 简装 | 中楼层(共8层)  | 板楼,1人关注 / 6个月以前发布,VR房源,52万,10557元/平米
102103811453,铁岭，47中，采光好，视野好。必看好房,鲁商凤凰城    ,  哈南商圈 ,3室2厅 | 113平米 | 南 北 | 精装 | 高楼层(共27层)  | 板塔结合,13人关注 / 3个月以前发布,VR看装修,153万,13540元/平米
102102559736,三力明居  两室 明厅 精装修  封闭小区必看好房,三力明居    ,  动力区 ,3室1厅 | 156平米 | 南 西 北 | 简装 | 中楼层(共23层)  | 板楼,5人关注 / 一年前发布,VR房源,145万,9295元/平米
102103286680,民香小区 南北朝向 47.7米  80万必看好房,民香小区    ,  省医院商圈 ,2室1厅 | 47.68平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,10人关注 / 7个月以前发布,VR看装修,77万,16150元/平米
102103688171,共乐小区 2室1厅 南 北必看好房,共乐小区    ,  公路大桥 ,2室1厅 | 88平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,6人关注 / 4个月以前发布,VR看装修,57.8万,6569元/平米
102102915538,巴黎广场  电梯房 东 北朝向必看好房,巴黎广场    ,  文政新区商圈 ,2室1厅 | 105平米 | 东 北 | 其他 | 中楼层(共17层)  | 板楼,5人关注 / 9个月以前发布,VR看装修,127万,12096元/平米
102102279442,阳光绿景金瑞林城澜悦东方海富山水文园恒大御景湾必看好房,海富山水文園一期    ,  动力区 ,2室1厅 | 100平米 | 北 南 | 简装 | 中楼层(共7层)  | 板塔结合,9人关注 / 一年前发布,VR看装修,89.8万,8980元/平米
102103677605,2004年小区  通透户型两室明厅 带大飘窗必看好房,通达世家    ,  公路大桥 ,2室2厅 | 125平米 | 南 北 | 精装 | 中楼层(共16层)  | 塔楼,4人关注 / 4个月以前发布,VR房源,145万,11600元/平米
102103779924,中海寰宇天下，精装修，中间楼层，采光充足，视野开阔必看好房,中海寰宇天下    ,  群力新区 ,3室2厅 | 138平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,10人关注 / 3个月以前发布,VR看装修,249万,18044元/平米
102103688171,共乐小区 2室1厅 南 北必看好房,共乐小区    ,  公路大桥 ,2室1厅 | 88平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,6人关注 / 4个月以前发布,VR看装修,57.8万,6569元/平米
102102898296,世纪花园C区两居 南北朝向 采光充足 生活便利必看好房,世纪花园C区    ,  松北世贸大道 ,2室2厅 | 110平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 9个月以前发布,VR看装修,120万,10910元/平米
102103770769,秋实电工校 东西通透 视野开阔必看好房,幸福家园(香坊区)    ,  动力区 ,3室1厅 | 112平米 | 东 西 | 其他 | 高楼层(共7层)  | 暂无数据,9人关注 / 3个月以前发布,VR看装修,58.5万,5224元/平米
102103816059,星光耀 毛坯 大三居 视野好 240万  看房随时必看好房,星光耀广场    ,  群力新区 ,3室2厅 | 193平米 | 南 北 | 其他 | 低楼层(共29层)  | 板楼,5人关注 / 3个月以前发布,VR看装修,240万,12436元/平米
102103761777,恒大御景湾 中间楼层16楼 南北通透 无冷不挡 精装修必看好房,恒大御景湾    ,  动力区 ,3室1厅 | 112平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,9人关注 / 3个月以前发布,VR看装修,132万,11786元/平米
102103312981,地得里小区 中层 好装修 两室必看好房,地德里小区(地工街)    ,  团结萧红校哈站北秀宾馆 ,2室1厅 | 46.84平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,12人关注 / 7个月以前发布,VR看装修,44.5万,9501元/平米
102103530041,文海溪畔 两室一厅 南北通透 装修好 拎包即住必看好房,文海溪畔    ,  海城市场商圈 ,2室1厅 | 65平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,15人关注 / 5个月以前发布,VR看装修,82.8万,12739元/平米
